region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
Bourgogne-Franche-Comté,2020-08-31,19.0,11.0,9.0,95.5,7.3125,80.5,41
Bourgogne-Franche-Comté,2020-09-01,21.5,10.0,8.5,92.5,8.9375,35.5,91
Bourgogne-Franche-Comté,2020-09-02,22.5,12.0,6.5,85.5,10.0,20.0,6
Bourgogne-Franche-Comté,2020-09-03,27.0,14.5,8.5,74.5,10.0,7.0,126
Bourgogne-Franche-Comté,2020-09-04,24.5,16.5,14.0,71.0,10.0,24.0,62
Bourgogne-Franche-Comté,2020-09-05,18.5,11.0,11.5,88.0,9.5,40.5,68
Bourgogne-Franche-Comté,2020-09-06,21.5,8.5,18.0,84.5,10.0,15.5,9
Bourgogne-Franche-Comté,2020-09-07,24.0,10.5,10.5,82.0,10.0,1.5,33
Bourgogne-Franche-Comté,2020-09-08,26.5,13.5,4.5,77.0,10.0,2.0,68
Bourgogne-Franche-Comté,2020-09-09,25.0,14.0,13.5,78.0,9.6875,18.0,95
Bourgogne-Franche-Comté,2020-09-10,25.5,14.0,11.5,91.0,8.8125,24.5,199
Bourgogne-Franche-Comté,2020-09-11,27.5,15.5,8.0,86.0,10.0,6.0,180
Bourgogne-Franche-Comté,2020-09-12,28.5,14.0,12.0,79.5,10.0,1.0,140
Bourgogne-Franche-Comté,2020-09-13,31.0,16.5,7.5,86.5,10.0,5.5,181
Bourgogne-Franche-Comté,2020-09-14,29.5,17.0,8.0,74.5,10.0,18.5,91
Bourgogne-Franche-Comté,2020-09-15,29.0,17.0,11.5,75.5,9.4375,57.5,200
Bourgogne-Franche-Comté,2020-09-16,27.0,16.0,21.0,87.0,9.5,18.5,144
Bourgogne-Franche-Comté,2020-09-17,29.5,14.5,15.0,95.5,8.4375,17.0,42
Bourgogne-Franche-Comté,2020-09-18,24.5,18.0,15.5,89.5,8.9375,65.0,65
Bourgogne-Franche-Comté,2020-09-19,25.5,15.0,8.0,91.5,8.75,51.0,16
Bourgogne-Franche-Comté,2020-09-20,24.5,14.0,8.0,89.0,9.0,24.0,19
Bourgogne-Franche-Comté,2020-09-21,24.5,13.0,9.0,82.5,9.9375,22.5,184
Bourgogne-Franche-Comté,2020-09-22,21.5,14.0,13.5,94.5,8.5,74.0,159
Bourgogne-Franche-Comté,2020-09-23,18.0,13.5,18.0,96.0,9.25,71.5,55
Bourgogne-Franche-Comté,2020-09-24,12.5,8.0,27.0,91.5,9.1875,82.0,163
Bourgogne-Franche-Comté,2020-09-25,11.5,6.0,23.0,92.5,9.5625,76.0,23
Bourgogne-Franche-Comté,2020-09-26,8.0,6.5,27.5,95.5,6.1875,92.5,9
Bourgogne-Franche-Comté,2020-09-27,12.5,8.0,6.5,95.5,7.0625,88.5,1
Bourgogne-Franche-Comté,2020-09-28,16.0,9.5,9.0,96.0,9.0,69.5,159
Bourgogne-Franche-Comté,2020-09-29,19.0,9.0,5.0,95.0,8.5,32.0,141
Bretagne,2020-08-31,21.0,9.0,17.0,93.0,10.0,16.0,46
Bretagne,2020-09-01,22.0,10.0,9.0,88.0,10.0,26.0,114
Bretagne,2020-09-02,25.0,13.0,21.0,88.0,10.0,42.0,86
Bretagne,2020-09-03,24.0,15.0,9.0,96.0,7.0,55.0,119
Bretagne,2020-09-04,19.0,13.0,19.0,93.0,9.0,63.0,32
Bretagne,2020-09-05,19.0,10.0,15.0,91.0,9.75,51.0,173
Bretagne,2020-09-06,21.0,10.0,10.0,96.0,8.0,33.0,197
Bretagne,2020-09-07,25.0,12.0,8.0,92.0,10.0,31.0,193
Bretagne,2020-09-08,25.0,14.0,18.0,97.0,7.375,26.0,151
Bretagne,2020-09-09,23.0,17.0,11.0,95.0,5.75,73.0,167
Bretagne,2020-09-10,24.0,11.0,9.0,99.0,6.0,47.0,61
Bretagne,2020-09-11,24.0,9.0,9.0,95.0,7.0,12.0,132
Bretagne,2020-09-12,28.0,12.0,12.0,87.0,10.0,1.0,117
Bretagne,2020-09-13,32.0,14.0,18.0,55.0,10.0,6.0,108
Bretagne,2020-09-14,28.0,17.0,12.0,86.0,9.625,39.0,37
Bretagne,2020-09-15,27.0,16.0,17.0,95.0,8.0,32.0,74
Bretagne,2020-09-16,28.0,15.0,25.0,91.0,9.875,27.0,114
Bretagne,2020-09-17,29.0,15.0,24.0,65.0,10.0,23.0,185
Bretagne,2020-09-18,23.0,17.0,9.0,95.0,8.25,78.0,191
Bretagne,2020-09-19,25.0,15.0,14.0,94.0,6.875,57.0,66
Bretagne,2020-09-20,26.0,16.0,4.0,91.0,8.375,37.0,125
Bretagne,2020-09-21,23.0,14.0,17.0,97.0,7.5,62.0,76
Bretagne,2020-09-22,20.0,14.0,26.0,96.0,9.0,68.0,7
Bretagne,2020-09-23,17.0,11.0,33.0,88.0,9.0,58.0,129
Bretagne,2020-09-24,14.0,10.0,37.0,82.0,9.5,66.0,11
Bretagne,2020-09-25,14.0,9.0,26.0,84.0,9.75,71.0,168
Bretagne,2020-09-26,14.0,11.0,35.0,76.0,10.0,52.0,30
Bretagne,2020-09-27,17.0,7.0,16.0,94.0,10.0,60.0,156
Bretagne,2020-09-28,19.0,14.0,9.0,96.0,7.625,76.0,112
Bretagne,2020-09-29,18.0,14.0,32.0,96.0,7.25,87.0,132
Centre-Val de Loire,2020-08-31,21.0,11.0,12.0,83.0,10.0,10.0,40
Centre-Val de Loire,2020-09-01,22.0,12.0,10.0,74.0,10.0,5.0,191
Centre-Val de Loire,2020-09-02,26.0,16.0,12.0,58.0,10.0,26.0,32
Centre-Val de Loire,2020-09-03,29.0,17.0,9.0,81.0,10.0,5.0,7
Centre-Val de Loire,2020-09-04,20.0,15.0,12.0,77.0,10.0,41.0,15
Centre-Val de Loire,2020-09-05,19.0,12.0,8.0,80.0,9.75,40.0,55
Centre-Val de Loire,2020-09-06,22.0,11.0,10.0,83.0,10.0,13.0,81
Centre-Val de Loire,2020-09-07,24.0,13.0,8.0,64.0,10.0,31.0,180
Centre-Val de Loire,2020-09-08,27.0,15.0,10.0,86.0,10.0,22.0,79
Centre-Val de Loire,2020-09-09,26.0,16.0,9.0,89.0,10.0,40.0,143
Centre-Val de Loire,2020-09-10,28.0,17.0,9.0,80.0,9.875,38.0,26
Centre-Val de Loire,2020-09-11,26.0,14.0,9.0,84.0,10.0,6.0,101
Centre-Val de Loire,2020-09-12,29.0,14.0,9.0,62.0,10.0,0.0,21
Centre-Val de Loire,2020-09-13,34.0,17.0,9.0,66.0,10.0,3.0,112
Centre-Val de Loire,2020-09-14,32.0,20.0,9.0,52.0,10.0,9.0,81
Centre-Val de Loire,2020-09-15,31.0,18.0,8.0,78.0,10.0,19.0,43
Centre-Val de Loire,2020-09-16,28.0,18.0,21.0,83.0,10.0,12.0,116
Centre-Val de Loire,2020-09-17,30.0,15.0,18.0,86.0,10.0,14.0,77
Centre-Val de Loire,2020-09-18,28.0,19.0,12.0,87.0,8.125,56.0,164
Centre-Val de Loire,2020-09-19,27.0,17.0,4.0,91.0,9.5,45.0,97
Centre-Val de Loire,2020-09-20,26.0,17.0,9.0,80.0,9.75,42.0,104
Centre-Val de Loire,2020-09-21,25.0,14.0,10.0,60.0,9.75,31.0,66
Centre-Val de Loire,2020-09-22,23.0,14.0,22.0,93.0,10.0,68.0,96
Centre-Val de Loire,2020-09-23,19.0,11.0,28.0,90.0,9.125,67.0,119
Centre-Val de Loire,2020-09-24,14.0,10.0,31.0,77.0,9.875,68.0,164
Centre-Val de Loire,2020-09-25,15.0,8.0,22.0,83.0,9.75,48.0,108
Centre-Val de Loire,2020-09-26,14.0,10.0,32.0,83.0,6.75,99.0,127
Centre-Val de Loire,2020-09-27,14.0,12.0,18.0,90.0,8.75,88.0,84
Centre-Val de Loire,2020-09-28,17.0,13.0,10.0,91.0,7.0,86.0,12
Centre-Val de Loire,2020-09-29,19.0,13.0,12.0,88.0,9.875,68.0,51
Corse,2020-08-31,24.0,17.0,13.0,75.0,9.875,40.0,165
Corse,2020-09-01,24.0,15.0,10.0,64.0,10.0,17.0,200
Corse,2020-09-02,24.0,17.0,9.0,72.0,10.0,22.0,1
Corse,2020-09-03,26.0,20.0,10.0,65.0,10.0,8.0,167
Corse,2020-09-04,26.0,21.0,13.0,56.0,10.0,3.0,52
Corse,2020-09-05,26.0,17.0,10.0,58.0,10.0,2.0,145
Corse,2020-09-06,25.0,16.0,13.0,62.0,10.0,12.0,168
Corse,2020-09-07,27.0,21.0,9.0,62.0,10.0,13.0,98
Corse,2020-09-08,28.0,21.0,11.0,64.0,9.875,30.0,199
Corse,2020-09-09,25.0,20.0,9.0,85.0,7.75,71.0,164
Corse,2020-09-10,24.0,17.0,10.0,84.0,9.0,77.0,7
Corse,2020-09-11,27.0,19.0,8.0,78.0,10.0,65.0,131
Corse,2020-09-12,29.0,19.0,8.0,58.0,10.0,6.0,84
Corse,2020-09-13,28.0,20.0,10.0,59.0,10.0,4.0,90
Corse,2020-09-14,27.0,19.0,8.0,58.0,10.0,7.0,170
Corse,2020-09-15,27.0,18.0,10.0,63.0,9.875,33.0,23
Corse,2020-09-16,26.0,20.0,10.0,68.0,10.0,23.0,58
Corse,2020-09-17,27.0,19.0,10.0,59.0,10.0,8.0,165
Corse,2020-09-18,28.0,22.0,9.0,62.0,10.0,17.0,111
Corse,2020-09-19,26.0,17.0,12.0,82.0,9.125,73.0,185
Corse,2020-09-20,25.0,16.0,11.0,78.0,9.625,75.0,1
Corse,2020-09-21,24.0,16.0,9.0,81.0,9.0,70.0,88
Corse,2020-09-22,24.0,17.0,10.0,81.0,9.5,69.0,13
Corse,2020-09-23,26.0,19.0,12.0,78.0,9.5,41.0,117
Corse,2020-09-24,20.0,16.0,41.0,87.0,7.125,74.0,86
Corse,2020-09-25,17.0,14.0,46.0,72.0,8.375,79.0,112
Corse,2020-09-26,16.0,12.0,18.0,86.0,8.25,79.0,165
Corse,2020-09-27,17.0,14.0,16.0,83.0,9.625,73.0,169
Corse,2020-09-28,20.0,14.0,9.0,84.0,10.0,54.0,104
Corse,2020-09-29,20.0,13.0,9.0,80.0,10.0,28.0,113
Grand Est,2020-08-31,19.5,12.5,13.5,90.5,9.0625,73.0,77
Grand Est,2020-09-01,21.5,13.0,8.5,82.0,10.0,39.0,34
Grand Est,2020-09-02,22.0,13.0,10.0,78.0,10.0,38.0,113
Grand Est,2020-09-03,27.5,15.5,11.5,67.5,10.0,20.5,68
Grand Est,2020-09-04,23.5,17.0,15.0,80.5,9.875,45.5,115
Grand Est,2020-09-05,18.5,12.5,8.0,80.5,10.0,52.0,133
Grand Est,2020-09-06,21.5,11.0,12.0,76.5,10.0,16.5,97
Grand Est,2020-09-07,26.0,12.5,4.5,74.0,10.0,2.5,186
Grand Est,2020-09-08,27.0,14.5,9.0,68.5,10.0,10.0,98
Grand Est,2020-09-09,21.5,16.5,15.5,84.0,10.0,52.5,144
Grand Est,2020-09-10,25.5,14.0,7.5,80.0,10.0,21.5,32
Grand Est,2020-09-11,27.0,15.5,8.5,74.5,10.0,11.5,96
Grand Est,2020-09-12,27.5,15.5,6.0,73.0,10.0,3.0,198
Grand Est,2020-09-13,29.0,16.0,6.5,79.0,10.0,24.0,200
Grand Est,2020-09-14,31.0,19.0,6.5,75.0,10.0,7.5,39
Grand Est,2020-09-15,29.0,19.5,6.0,64.0,9.6875,55.5,166
Grand Est,2020-09-16,23.5,16.0,21.0,86.5,9.9375,31.0,109
Grand Est,2020-09-17,26.5,14.0,17.0,81.0,10.0,1.5,62
Grand Est,2020-09-18,25.0,14.5,8.0,83.5,10.0,20.0,91
Grand Est,2020-09-19,24.0,14.5,12.5,72.0,9.875,26.0,99
Grand Est,2020-09-20,26.0,13.0,4.5,73.0,10.0,6.5,95
Grand Est,2020-09-21,25.5,13.5,10.5,71.0,10.0,17.0,172
Grand Est,2020-09-22,22.5,13.5,14.0,83.0,9.25,50.0,158
Grand Est,2020-09-23,19.5,14.5,19.0,88.0,9.875,78.0,85
Grand Est,2020-09-24,13.0,9.0,22.5,83.0,9.25,78.0,193
Grand Est,2020-09-25,9.0,8.0,29.5,86.5,7.5,98.0,51
Grand Est,2020-09-26,11.5,8.5,25.0,92.0,8.1875,79.0,159
Grand Est,2020-09-27,14.5,6.5,11.0,90.0,9.0,54.0,187
Grand Est,2020-09-28,13.5,10.5,14.0,93.5,7.8125,95.5,198
Grand Est,2020-09-29,18.5,11.5,5.5,92.5,8.25,57.5,186
Hauts-de-France,2020-08-31,18.0,11.0,14.0,87.5,10.0,47.5,145
Hauts-de-France,2020-09-01,20.0,11.0,7.5,85.5,10.0,9.0,129
Hauts-de-France,2020-09-02,23.0,15.0,22.5,65.0,9.1875,79.5,8
Hauts-de-France,2020-09-03,21.0,17.0,16.0,93.5,9.0,82.0,142
Hauts-de-France,2020-09-04,19.0,13.5,20.5,90.0,9.875,55.0,21
Hauts-de-France,2020-09-05,19.0,11.5,10.5,82.0,10.0,58.0,143
Hauts-de-France,2020-09-06,21.0,11.0,9.5,86.0,10.0,15.5,195
Hauts-de-France,2020-09-07,20.0,15.0,14.5,82.5,9.6875,82.0,41
Hauts-de-France,2020-09-08,23.0,13.5,17.0,92.5,8.0,41.5,75
Hauts-de-France,2020-09-09,22.0,16.0,13.0,87.5,8.3125,87.0,155
Hauts-de-France,2020-09-10,23.0,12.5,10.5,80.5,10.0,40.0,63
Hauts-de-France,2020-09-11,21.0,11.0,12.0,94.5,9.0,13.5,52
Hauts-de-France,2020-09-12,25.5,13.0,8.0,91.5,10.0,3.5,126
Hauts-de-France,2020-09-13,29.5,15.0,13.5,59.0,10.0,1.0,8
Hauts-de-France,2020-09-14,32.0,18.5,11.0,55.5,10.0,11.0,8
Hauts-de-France,2020-09-15,28.5,19.0,15.0,76.5,9.875,35.0,179
Hauts-de-France,2020-09-16,20.5,13.0,23.0,78.5,10.0,10.0,89
Hauts-de-France,2020-09-17,24.0,10.0,22.0,81.0,10.0,1.5,94
Hauts-de-France,2020-09-18,23.5,16.0,17.0,83.0,9.875,44.5,88
Hauts-de-France,2020-09-19,25.0,16.5,13.5,85.0,9.9375,34.5,173
Hauts-de-France,2020-09-20,24.0,12.0,10.0,84.0,10.0,7.5,190
Hauts-de-France,2020-09-21,24.0,13.0,7.0,85.5,10.0,11.5,0
Hauts-de-France,2020-09-22,18.5,14.0,24.5,94.0,9.8125,68.0,157
Hauts-de-France,2020-09-23,14.5,9.5,30.0,87.5,9.0625,66.5,114
Hauts-de-France,2020-09-24,12.0,9.0,34.5,86.5,9.625,75.0,38
Hauts-de-France,2020-09-25,11.0,9.5,35.5,74.5,8.4375,85.5,107
Hauts-de-France,2020-09-26,17.0,11.5,44.0,88.0,8.375,89.5,105
Hauts-de-France,2020-09-27,14.0,12.0,22.5,95.5,6.9375,84.5,139
Hauts-de-France,2020-09-28,18.5,12.5,16.5,96.5,8.1875,64.0,140
Hauts-de-France,2020-09-29,18.0,13.5,20.5,95.5,8.9375,66.5,113
Normandie,2020-08-31,18.0,11.0,11.0,86.0,10.0,13.0,139
Normandie,2020-09-01,21.0,11.0,7.0,87.0,10.0,22.0,102
Normandie,2020-09-02,23.0,16.0,22.0,69.0,10.0,82.0,186
Normandie,2020-09-03,20.0,17.0,7.0,88.0,9.0,85.0,140
Normandie,2020-09-04,18.0,13.0,18.0,92.0,10.0,55.0,128
Normandie,2020-09-05,19.0,10.0,13.0,88.0,9.875,63.0,132
Normandie,2020-09-06,20.0,11.0,12.0,93.0,10.0,34.0,50
Normandie,2020-09-07,22.0,14.0,12.0,92.0,9.375,66.0,181
Normandie,2020-09-08,22.0,13.0,15.0,95.0,7.0,24.0,166
Normandie,2020-09-09,20.0,16.0,15.0,97.0,6.0,78.0,150
Normandie,2020-09-10,20.0,13.0,12.0,91.0,10.0,15.0,97
Normandie,2020-09-11,20.0,9.0,9.0,94.0,10.0,16.0,165
Normandie,2020-09-12,26.0,13.0,9.0,90.0,10.0,2.0,168
Normandie,2020-09-13,30.0,15.0,15.0,48.0,10.0,2.0,12
Normandie,2020-09-14,27.0,18.0,11.0,67.0,10.0,16.0,187
Normandie,2020-09-15,21.0,17.0,14.0,93.0,9.875,57.0,59
Normandie,2020-09-16,23.0,15.0,24.0,91.0,9.75,33.0,97
Normandie,2020-09-17,24.0,11.0,22.0,80.0,10.0,7.0,194
Normandie,2020-09-18,24.0,16.0,10.0,89.0,9.125,64.0,183
Normandie,2020-09-19,23.0,16.0,16.0,92.0,9.75,52.0,4
Normandie,2020-09-20,22.0,15.0,11.0,81.0,9.75,33.0,40
Normandie,2020-09-21,22.0,13.0,15.0,68.0,9.875,44.0,166
Normandie,2020-09-22,19.0,14.0,23.0,92.0,9.875,75.0,39
Normandie,2020-09-23,16.0,10.0,31.0,90.0,9.125,62.0,86
Normandie,2020-09-24,13.0,10.0,40.0,82.0,9.875,73.0,195
Normandie,2020-09-25,13.0,9.0,28.0,80.0,9.375,74.0,89
Normandie,2020-09-26,13.0,11.0,35.0,79.0,9.0,96.0,75
Normandie,2020-09-27,17.0,10.0,22.0,83.0,9.0,51.0,74
Normandie,2020-09-28,19.0,15.0,15.0,96.0,7.0,83.0,177
Normandie,2020-09-29,19.0,14.0,27.0,92.0,8.875,77.0,55
Nouvelle-Aquitaine,2020-08-31,22.333333333333332,13.333333333333334,14.0,72.33333333333333,10.0,16.333333333333332,38
Nouvelle-Aquitaine,2020-09-01,22.0,13.0,13.333333333333334,70.0,10.0,14.0,157
Nouvelle-Aquitaine,2020-09-02,25.666666666666668,14.0,6.333333333333333,76.66666666666667,10.0,8.333333333333334,171
Nouvelle-Aquitaine,2020-09-03,30.0,16.0,10.666666666666666,68.33333333333333,10.0,2.3333333333333335,190
Nouvelle-Aquitaine,2020-09-04,24.666666666666668,15.666666666666666,16.333333333333332,75.0,10.0,9.666666666666666,192
Nouvelle-Aquitaine,2020-09-05,20.0,12.0,16.666666666666668,84.33333333333333,8.875,21.0,123
Nouvelle-Aquitaine,2020-09-06,21.333333333333332,11.333333333333334,14.333333333333334,84.66666666666667,10.0,9.333333333333334,69
Nouvelle-Aquitaine,2020-09-07,24.0,13.333333333333334,12.0,68.66666666666667,10.0,7.666666666666667,147
Nouvelle-Aquitaine,2020-09-08,27.666666666666668,15.333333333333334,11.0,60.666666666666664,10.0,9.0,180
Nouvelle-Aquitaine,2020-09-09,26.333333333333332,16.666666666666668,14.0,70.33333333333333,10.0,24.666666666666668,95
Nouvelle-Aquitaine,2020-09-10,26.666666666666668,16.333333333333332,11.333333333333334,86.66666666666667,9.333333333333334,8.0,174
Nouvelle-Aquitaine,2020-09-11,26.666666666666668,16.0,10.333333333333334,70.0,10.0,2.3333333333333335,173
Nouvelle-Aquitaine,2020-09-12,31.666666666666668,16.666666666666668,10.0,57.333333333333336,10.0,0.6666666666666666,144
Nouvelle-Aquitaine,2020-09-13,31.666666666666668,19.666666666666668,17.333333333333332,55.666666666666664,10.0,4.0,27
Nouvelle-Aquitaine,2020-09-14,28.0,19.666666666666668,11.666666666666666,63.333333333333336,9.875,32.333333333333336,187
Nouvelle-Aquitaine,2020-09-15,29.333333333333332,19.0,8.333333333333334,81.33333333333333,9.875,26.666666666666668,46
Nouvelle-Aquitaine,2020-09-16,31.0,18.666666666666668,17.0,70.33333333333333,10.0,9.0,38
Nouvelle-Aquitaine,2020-09-17,26.333333333333332,20.333333333333332,16.0,65.33333333333333,9.875,30.666666666666668,11
Nouvelle-Aquitaine,2020-09-18,25.333333333333332,17.666666666666668,13.0,89.0,9.5,60.333333333333336,161
Nouvelle-Aquitaine,2020-09-19,23.0,16.666666666666668,8.333333333333334,91.66666666666667,8.583333333333334,67.33333333333333,183
Nouvelle-Aquitaine,2020-09-20,23.0,16.666666666666668,12.0,89.33333333333333,8.75,62.0,127
Nouvelle-Aquitaine,2020-09-21,19.333333333333332,16.0,10.333333333333334,93.33333333333333,8.875,64.0,109
Nouvelle-Aquitaine,2020-09-22,21.333333333333332,15.0,19.666666666666668,91.33333333333333,8.541666666666666,58.333333333333336,154
Nouvelle-Aquitaine,2020-09-23,18.666666666666668,16.0,32.0,87.0,8.958333333333334,71.33333333333333,100
Nouvelle-Aquitaine,2020-09-24,14.0,11.333333333333334,32.0,81.66666666666667,9.0,71.33333333333333,178
Nouvelle-Aquitaine,2020-09-25,13.0,10.0,19.333333333333332,84.33333333333333,8.75,64.0,99
Nouvelle-Aquitaine,2020-09-26,13.0,7.666666666666667,24.0,82.33333333333333,9.083333333333334,62.333333333333336,7
Nouvelle-Aquitaine,2020-09-27,16.333333333333332,10.666666666666666,16.666666666666668,88.0,8.25,52.666666666666664,181
Nouvelle-Aquitaine,2020-09-28,18.666666666666668,13.0,9.0,85.66666666666667,9.291666666666666,66.66666666666667,188
Nouvelle-Aquitaine,2020-09-29,19.666666666666668,11.666666666666666,13.0,93.33333333333333,8.875,21.0,95
Occitanie,2020-08-31,23.5,16.0,12.0,68.0,10.0,20.5,137
Occitanie,2020-09-01,24.5,15.5,14.0,64.5,10.0,4.5,41
Occitanie,2020-09-02,26.0,16.5,10.0,63.5,10.0,4.5,25
Occitanie,2020-09-03,27.5,18.5,19.0,55.5,10.0,1.5,91
Occitanie,2020-09-04,27.0,18.5,16.5,78.5,10.0,2.5,20
Occitanie,2020-09-05,24.5,19.0,21.5,72.0,10.0,35.5,166
Occitanie,2020-09-06,24.0,14.5,22.0,65.5,10.0,16.0,110
Occitanie,2020-09-07,26.5,15.5,12.5,62.0,9.875,25.0,97
Occitanie,2020-09-08,24.5,18.0,12.5,66.5,9.5625,57.0,62
Occitanie,2020-09-09,27.0,18.5,12.5,78.5,9.75,44.0,119
Occitanie,2020-09-10,27.5,18.5,15.0,79.0,9.8125,38.0,124
Occitanie,2020-09-11,29.0,20.0,11.0,64.5,9.9375,30.0,39
Occitanie,2020-09-12,30.5,20.0,11.0,57.0,10.0,5.0,164
Occitanie,2020-09-13,29.5,20.5,21.0,65.0,10.0,4.5,59
Occitanie,2020-09-14,29.0,20.0,14.5,76.0,10.0,10.0,19
Occitanie,2020-09-15,29.5,20.0,12.0,76.0,10.0,14.0,172
Occitanie,2020-09-16,31.0,21.5,12.0,64.0,10.0,6.5,128
Occitanie,2020-09-17,28.0,20.5,22.5,80.5,10.0,26.0,40
Occitanie,2020-09-18,27.5,20.5,20.0,85.0,8.375,60.0,119
Occitanie,2020-09-19,26.0,18.0,17.5,87.5,9.3125,45.0,161
Occitanie,2020-09-20,24.0,17.5,12.0,80.0,9.8125,48.0,134
Occitanie,2020-09-21,21.5,17.5,13.5,83.5,8.6875,67.5,165
Occitanie,2020-09-22,24.5,16.5,11.5,86.0,10.0,21.5,21
Occitanie,2020-09-23,22.5,18.0,16.5,84.5,9.4375,72.0,83
Occitanie,2020-09-24,16.5,13.5,39.0,67.5,8.9375,71.0,139
Occitanie,2020-09-25,15.5,11.0,33.5,72.0,9.375,57.0,190
Occitanie,2020-09-26,13.5,9.0,32.5,77.5,7.875,71.5,99
Occitanie,2020-09-27,17.5,13.5,31.0,77.5,8.9375,60.0,72
Occitanie,2020-09-28,19.0,12.0,7.5,77.0,10.0,38.5,85
Occitanie,2020-09-29,22.0,14.5,9.0,74.0,10.0,5.5,155
Pays de la Loire,2020-08-31,23.0,11.0,15.0,79.0,10.0,18.0,66
Pays de la Loire,2020-09-01,24.0,11.0,10.0,91.0,10.0,12.0,98
Pays de la Loire,2020-09-02,24.0,13.0,17.0,86.0,10.0,11.0,179
Pays de la Loire,2020-09-03,29.0,16.0,8.0,88.0,10.0,3.0,59
Pays de la Loire,2020-09-04,22.0,15.0,17.0,81.0,10.0,28.0,37
Pays de la Loire,2020-09-05,19.0,10.0,14.0,93.0,10.0,37.0,196
Pays de la Loire,2020-09-06,24.0,11.0,9.0,92.0,10.0,13.0,103
Pays de la Loire,2020-09-07,25.0,14.0,11.0,84.0,10.0,47.0,40
Pays de la Loire,2020-09-08,28.0,16.0,17.0,91.0,10.0,41.0,181
Pays de la Loire,2020-09-09,27.0,14.0,11.0,86.0,10.0,21.0,75
Pays de la Loire,2020-09-10,25.0,13.0,14.0,94.0,9.0,8.0,36
Pays de la Loire,2020-09-11,28.0,10.0,12.0,95.0,8.0,6.0,51
Pays de la Loire,2020-09-12,31.0,14.0,12.0,66.0,10.0,0.0,85
Pays de la Loire,2020-09-13,32.0,19.0,22.0,47.0,10.0,4.0,178
Pays de la Loire,2020-09-14,28.0,19.0,10.0,75.0,10.0,28.0,51
Pays de la Loire,2020-09-15,30.0,16.0,12.0,85.0,10.0,16.0,20
Pays de la Loire,2020-09-16,31.0,18.0,29.0,87.0,10.0,11.0,120
Pays de la Loire,2020-09-17,28.0,18.0,25.0,62.0,10.0,25.0,145
Pays de la Loire,2020-09-18,26.0,18.0,14.0,91.0,8.25,87.0,136
Pays de la Loire,2020-09-19,25.0,16.0,8.0,89.0,9.875,60.0,126
Pays de la Loire,2020-09-20,25.0,17.0,11.0,92.0,9.75,52.0,105
Pays de la Loire,2020-09-21,22.0,15.0,19.0,97.0,6.875,79.0,159
Pays de la Loire,2020-09-22,21.0,15.0,27.0,94.0,6.25,66.0,108
Pays de la Loire,2020-09-23,16.0,13.0,36.0,85.0,9.375,64.0,33
Pays de la Loire,2020-09-24,15.0,10.0,35.0,79.0,9.75,54.0,48
Pays de la Loire,2020-09-25,16.0,9.0,21.0,75.0,10.0,18.0,159
Pays de la Loire,2020-09-26,16.0,9.0,30.0,76.0,10.0,44.0,117
Pays de la Loire,2020-09-27,17.0,7.0,17.0,94.0,10.0,55.0,70
Pays de la Loire,2020-09-28,19.0,14.0,17.0,92.0,9.375,73.0,141
Pays de la Loire,2020-09-29,18.0,14.0,26.0,91.0,8.375,79.0,94
Provence-Alpes-Côte d'Azur,2020-08-31,24.0,18.0,26.0,65.0,10.0,18.0,94
Provence-Alpes-Côte d'Azur,2020-09-01,24.0,20.0,17.0,63.0,10.0,5.0,188
Provence-Alpes-Côte d'Azur,2020-09-02,24.0,21.0,10.0,65.0,10.0,18.0,62
Provence-Alpes-Côte d'Azur,2020-09-03,25.0,24.0,13.0,64.0,10.0,2.0,127
Provence-Alpes-Côte d'Azur,2020-09-04,25.0,24.0,16.0,68.0,10.0,1.0,29
Provence-Alpes-Côte d'Azur,2020-09-05,26.0,22.0,26.0,74.0,10.0,4.0,93
Provence-Alpes-Côte d'Azur,2020-09-06,25.0,18.0,32.0,58.0,10.0,31.0,64
Provence-Alpes-Côte d'Azur,2020-09-07,26.0,22.0,10.0,62.0,9.875,32.0,141
Provence-Alpes-Côte d'Azur,2020-09-08,25.0,23.0,24.0,71.0,9.5,49.0,112
Provence-Alpes-Côte d'Azur,2020-09-09,24.0,22.0,9.0,72.0,9.375,76.0,3
Provence-Alpes-Côte d'Azur,2020-09-10,24.0,23.0,9.0,71.0,9.0,52.0,180
Provence-Alpes-Côte d'Azur,2020-09-11,27.0,24.0,11.0,64.0,10.0,21.0,96
Provence-Alpes-Côte d'Azur,2020-09-12,28.0,25.0,11.0,60.0,10.0,6.0,151
Provence-Alpes-Côte d'Azur,2020-09-13,29.0,26.0,20.0,59.0,10.0,6.0,80
Provence-Alpes-Côte d'Azur,2020-09-14,28.0,26.0,10.0,60.0,10.0,6.0,67
Provence-Alpes-Côte d'Azur,2020-09-15,27.0,26.0,18.0,61.0,10.0,6.0,159
Provence-Alpes-Côte d'Azur,2020-09-16,27.0,26.0,14.0,69.0,10.0,2.0,155
Provence-Alpes-Côte d'Azur,2020-09-17,27.0,25.0,23.0,64.0,10.0,17.0,109
Provence-Alpes-Côte d'Azur,2020-09-18,26.0,24.0,30.0,70.0,9.0,70.0,104
Provence-Alpes-Côte d'Azur,2020-09-19,25.0,23.0,24.0,71.0,8.5,69.0,30
