region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
Île-de-France,2020-12-15,10.0,7.0,14.0,94.0,8.0,49.0,20
Île-de-France,2020-12-16,11.0,9.0,15.0,86.0,9.0,60.0,130
Île-de-France,2020-12-17,11.0,7.0,14.0,92.0,10.0,33.0,53
Île-de-France,2020-12-18,11.0,10.0,18.0,87.0,8.0,71.0,112
Île-de-France,2020-12-19,10.0,8.0,13.0,90.0,10.0,55.0,77
Île-de-France,2020-12-20,10.0,8.0,26.0,90.0,7.125,91.0,55
Île-de-France,2020-12-21,14.0,13.0,19.0,90.0,8.375,94.0,26
Île-de-France,2020-12-22,13.0,12.0,20.0,90.0,7.5,94.0,69
Île-de-France,2020-12-23,9.0,7.0,27.0,75.0,8.75,91.0,7
Île-de-France,2020-12-24,6.0,5.0,19.0,79.0,8.625,75.0,126
Île-de-France,2020-12-25,5.0,3.0,14.0,78.0,10.0,68.0,152
Île-de-France,2020-12-26,8.0,7.0,43.0,82.0,8.125,98.0,55
Île-de-France,2020-12-27,5.0,4.0,22.0,79.0,8.5,82.0,37
Île-de-France,2020-12-28,5.0,3.0,17.0,89.0,7.375,94.0,30
Île-de-France,2020-12-29,6.0,2.0,13.0,88.0,10.0,88.0,172
Île-de-France,2020-12-30,6.0,5.0,17.0,91.0,9.375,88.0,190
Bourgogne-Franche-Comté,2018-04-30,12.5,9.5,5.0,66.5,7.25,38.5,6
Bourgogne-Franche-Comté,2018-05-01,14.5,12.0,8.5,64.5,10.0,40.5,96
Bourgogne-Franche-Comté,2018-05-02,15.5,12.0,20.5,80.5,9.5,69.5,18
Bourgogne-Franche-Comté,2018-05-03,19.5,15.5,22.0,72.5,10.0,51.0,66
Bourgogne-Franche-Comté,2018-05-04,22.0,17.5,17.0,71.5,9.5,21.5,50
Bourgogne-Franche-Comté,2018-05-05,24.0,20.0,13.0,73.0,9.0,9.0,166
Bourgogne-Franche-Comté,2018-05-06,23.5,20.5,11.5,65.0,9.5,5.0,129
Bourgogne-Franche-Comté,2018-05-07,23.5,19.0,8.0,75.5,9.375,17.0,190
Bourgogne-Franche-Comté,2018-05-08,20.5,17.5,11.5,80.0,8.0,22.5,111
Bourgogne-Franche-Comté,2018-05-09,14.5,12.0,13.5,93.0,7.0625,68.5,147
Bourgogne-Franche-Comté,2018-05-10,20.0,15.5,8.5,67.5,8.0,10.5,185
Bourgogne-Franche-Comté,2018-05-11,22.5,19.0,8.5,72.5,9.9375,26.0,157
Bourgogne-Franche-Comté,2018-05-12,10.0,8.0,14.0,96.5,7.6875,100.0,10
Bourgogne-Franche-Comté,2018-05-13,12.5,9.5,10.0,95.5,3.75,98.0,177
Bourgogne-Franche-Comté,2018-05-14,15.5,13.5,15.5,91.5,6.5625,78.0,113
Bourgogne-Franche-Comté,2018-05-15,16.0,13.0,11.5,94.0,5.5,63.5,7
Bourgogne-Franche-Comté,2018-05-16,16.0,14.5,17.0,86.0,7.375,41.0,124
Bourgogne-Franche-Comté,2018-05-17,19.0,17.0,17.5,68.0,7.375,13.0,184
Bourgogne-Franche-Comté,2018-05-18,19.5,16.5,13.0,70.0,9.4375,17.5,186
Bourgogne-Franche-Comté,2018-05-19,20.0,17.0,15.0,72.5,6.9375,7.0,127
Bourgogne-Franche-Comté,2018-05-20,21.5,18.5,4.5,71.0,7.6875,26.0,128
Bourgogne-Franche-Comté,2018-05-21,20.5,18.5,8.5,80.5,9.25,44.5,44
Bourgogne-Franche-Comté,2018-05-22,18.5,15.0,6.0,81.0,8.8125,51.0,37
Bourgogne-Franche-Comté,2018-05-23,22.0,19.0,8.0,69.5,9.0,15.0,99
Bourgogne-Franche-Comté,2018-05-24,24.5,21.0,9.5,68.5,10.0,15.0,134
Bourgogne-Franche-Comté,2018-05-25,25.0,22.5,13.5,68.0,9.9375,19.0,12
Bourgogne-Franche-Comté,2018-05-26,26.0,21.0,10.0,77.5,9.0,42.0,144
Bourgogne-Franche-Comté,2018-05-27,23.0,19.5,9.5,83.5,9.75,40.0,16
Bourgogne-Franche-Comté,2018-05-28,22.5,19.5,9.0,79.5,7.375,46.0,162
Bourgogne-Franche-Comté,2018-05-29,24.5,21.5,5.5,76.0,9.6875,37.0,160
Bourgogne-Franche-Comté,2018-05-30,21.0,19.0,9.0,80.0,7.625,40.0,171
Bretagne,2018-04-30,12.0,10.0,21.0,80.0,10.0,33.0,121
Bretagne,2018-05-01,10.0,9.0,30.0,94.0,9.875,80.0,35
Bretagne,2018-05-02,14.0,12.0,15.0,80.0,10.0,27.0,154
Bretagne,2018-05-03,16.0,12.0,15.0,84.0,10.0,6.0,167
Bretagne,2018-05-04,20.0,15.0,16.0,83.0,10.0,1.0,42
Bretagne,2018-05-05,24.0,19.0,9.0,83.0,7.75,13.0,171
Bretagne,2018-05-06,25.0,21.0,11.0,84.0,9.875,11.0,95
Bretagne,2018-05-07,19.0,14.0,24.0,88.0,10.0,59.0,4
Bretagne,2018-05-08,17.0,13.0,14.0,82.0,8.0,37.0,126
Bretagne,2018-05-09,14.0,12.0,21.0,77.0,9.0,23.0,151
Bretagne,2018-05-10,18.0,14.0,24.0,85.0,9.0,24.0,85
Bretagne,2018-05-11,12.0,10.0,16.0,84.0,6.5,62.0,124
Bretagne,2018-05-12,14.0,11.0,14.0,77.0,8.0,30.0,164
Bretagne,2018-05-13,16.0,13.0,29.0,76.0,8.0,20.0,161
Bretagne,2018-05-14,18.0,14.0,25.0,78.0,10.0,17.0,171
Bretagne,2018-05-15,20.0,16.0,24.0,80.0,10.0,31.0,24
Bretagne,2018-05-16,20.0,14.0,18.0,81.0,9.875,50.0,127
Bretagne,2018-05-17,18.0,13.0,13.0,75.0,8.0,42.0,168
Bretagne,2018-05-18,19.0,14.0,13.0,77.0,8.0,17.0,153
Bretagne,2018-05-19,20.0,15.0,11.0,72.0,8.0,5.0,109
Bretagne,2018-05-20,22.0,18.0,15.0,81.0,7.0,7.0,114
Bretagne,2018-05-21,21.0,17.0,20.0,78.0,9.0,12.0,122
Bretagne,2018-05-22,21.0,17.0,17.0,78.0,7.75,17.0,136
Bretagne,2018-05-23,21.0,17.0,13.0,88.0,6.25,45.0,113
Bretagne,2018-05-24,20.0,18.0,12.0,85.0,6.5,51.0,113
Bretagne,2018-05-25,23.0,19.0,18.0,88.0,7.875,43.0,159
Bretagne,2018-05-26,22.0,18.0,17.0,85.0,6.75,49.0,135
Bretagne,2018-05-27,23.0,21.0,17.0,86.0,7.5,36.0,26
Bretagne,2018-05-28,21.0,20.0,15.0,87.0,7.0,51.0,143
Bretagne,2018-05-29,21.0,18.0,18.0,90.0,6.5,83.0,28
Bretagne,2018-05-30,19.0,17.0,18.0,90.0,5.125,88.0,86
Centre-Val de Loire,2018-04-30,13.0,9.0,12.0,66.0,9.0,62.0,113
Centre-Val de Loire,2018-05-01,15.0,12.0,18.0,61.0,9.0,56.0,38
Centre-Val de Loire,2018-05-02,16.0,12.0,17.0,66.0,8.0,15.0,57
Centre-Val de Loire,2018-05-03,18.0,14.0,21.0,56.0,10.0,0.0,75
Centre-Val de Loire,2018-05-04,22.0,16.0,20.0,70.0,10.0,7.0,88
Centre-Val de Loire,2018-05-05,25.0,20.0,14.0,71.0,8.0,9.0,160
Centre-Val de Loire,2018-05-06,25.0,21.0,15.0,63.0,10.0,0.0,104
Centre-Val de Loire,2018-05-07,25.0,22.0,9.0,63.0,10.0,11.0,111
Centre-Val de Loire,2018-05-08,20.0,15.0,15.0,79.0,9.0,71.0,87
Centre-Val de Loire,2018-05-09,16.0,14.0,17.0,73.0,10.0,53.0,16
Centre-Val de Loire,2018-05-10,21.0,16.0,15.0,57.0,10.0,14.0,11
Centre-Val de Loire,2018-05-11,17.0,16.0,10.0,78.0,9.875,55.0,17
Centre-Val de Loire,2018-05-12,14.0,10.0,11.0,75.0,8.0,84.0,10
Centre-Val de Loire,2018-05-13,13.0,10.0,26.0,95.0,7.25,98.0,69
Centre-Val de Loire,2018-05-14,18.0,13.0,12.0,88.0,7.75,88.0,39
Centre-Val de Loire,2018-05-15,20.0,16.0,17.0,73.0,7.375,42.0,114
Centre-Val de Loire,2018-05-16,19.0,11.0,15.0,87.0,9.0,46.0,98
Centre-Val de Loire,2018-05-17,18.0,14.0,14.0,69.0,10.0,15.0,52
Centre-Val de Loire,2018-05-18,19.0,15.0,14.0,70.0,9.0,17.0,34
Centre-Val de Loire,2018-05-19,21.0,17.0,15.0,71.0,8.0,9.0,6
Centre-Val de Loire,2018-05-20,23.0,19.0,6.0,70.0,8.0,22.0,150
Centre-Val de Loire,2018-05-21,22.0,19.0,11.0,77.0,9.875,11.0,44
Centre-Val de Loire,2018-05-22,21.0,18.0,11.0,73.0,7.875,33.0,147
Centre-Val de Loire,2018-05-23,24.0,20.0,6.0,69.0,8.75,24.0,127
Centre-Val de Loire,2018-05-24,24.0,19.0,13.0,78.0,8.625,35.0,159
Centre-Val de Loire,2018-05-25,28.0,23.0,18.0,70.0,8.875,26.0,164
Centre-Val de Loire,2018-05-26,27.0,24.0,10.0,67.0,9.75,33.0,12
Centre-Val de Loire,2018-05-27,23.0,22.0,14.0,77.0,10.0,40.0,98
Centre-Val de Loire,2018-05-28,22.0,18.0,9.0,78.0,8.875,41.0,19
Centre-Val de Loire,2018-05-29,24.0,20.0,10.0,71.0,6.625,61.0,175
Centre-Val de Loire,2018-05-30,22.0,19.0,13.0,84.0,8.75,31.0,114
Corse,2018-04-30,12.0,11.0,9.0,91.0,8.75,80.0,15
Corse,2018-05-01,15.0,11.0,12.0,90.0,9.0,73.0,112
Corse,2018-05-02,17.0,15.0,12.0,88.0,9.25,56.0,74
Corse,2018-05-03,16.0,15.0,6.0,87.0,9.125,67.0,68
Corse,2018-05-04,18.0,17.0,7.0,67.0,10.0,21.0,68
Corse,2018-05-05,17.0,16.0,7.0,83.0,9.875,37.0,48
Corse,2018-05-06,17.0,16.0,8.0,83.0,9.875,46.0,20
Corse,2018-05-07,16.0,15.0,7.0,92.0,7.5,75.0,47
Corse,2018-05-08,15.0,13.0,9.0,91.0,8.5,59.0,141
Corse,2018-05-09,16.0,13.0,9.0,89.0,8.5,38.0,7
Corse,2018-05-10,17.0,12.0,13.0,71.0,10.0,11.0,32
Corse,2018-05-11,16.0,12.0,9.0,78.0,10.0,9.0,92
Corse,2018-05-12,18.0,15.0,19.0,75.0,9.75,28.0,76
Corse,2018-05-13,11.0,10.0,20.0,75.0,9.75,74.0,115
Corse,2018-05-14,13.0,8.0,13.0,72.0,9.75,45.0,25
Corse,2018-05-15,14.0,10.0,15.0,88.0,9.75,43.0,167
Corse,2018-05-16,15.0,12.0,7.0,81.0,9.875,37.0,73
Corse,2018-05-17,18.0,16.0,6.0,77.0,9.875,18.0,120
Corse,2018-05-18,19.0,17.0,6.0,72.0,9.875,14.0,32
Corse,2018-05-19,20.0,13.0,6.0,64.0,9.875,10.0,185
Corse,2018-05-20,16.0,15.0,11.0,92.0,8.875,62.0,116
Corse,2018-05-21,16.0,15.0,11.0,88.0,9.75,45.0,44
Corse,2018-05-22,17.0,13.0,13.0,78.0,9.875,21.0,79
Corse,2018-05-23,20.0,19.0,10.0,73.0,10.0,6.0,20
Corse,2018-05-24,22.0,21.0,10.0,56.0,10.0,4.0,112
Corse,2018-05-25,24.0,17.0,5.0,55.0,10.0,6.0,91
Corse,2018-05-26,23.0,22.0,10.0,60.0,10.0,15.0,135
Corse,2018-05-27,19.0,18.0,9.0,89.0,9.75,47.0,35
Corse,2018-05-28,23.0,22.0,5.0,64.0,10.0,28.0,40
Corse,2018-05-29,22.0,20.0,13.0,73.0,9.0,20.0,151
Corse,2018-05-30,20.0,15.0,13.0,66.0,10.0,13.0,126
Grand Est,2018-04-30,12.0,9.5,11.5,63.0,10.0,37.5,96
Grand Est,2018-05-01,15.5,12.0,8.5,61.0,10.0,36.5,13
Grand Est,2018-05-02,16.5,12.5,16.0,76.0,10.0,51.0,159
Grand Est,2018-05-03,19.5,15.5,21.5,70.0,10.0,32.5,0
Grand Est,2018-05-04,21.5,17.0,22.5,68.5,10.0,11.5,94
Grand Est,2018-05-05,22.5,19.0,19.0,70.5,10.0,2.5,155
Grand Est,2018-05-06,22.5,18.5,18.5,65.0,10.0,2.5,2
Grand Est,2018-05-07,24.0,19.5,15.5,64.5,10.0,3.0,113
Grand Est,2018-05-08,23.0,20.5,9.5,63.0,9.625,16.5,32
Grand Est,2018-05-09,15.0,12.5,20.5,88.0,8.4375,64.5,38
Grand Est,2018-05-10,20.0,15.5,10.0,67.5,10.0,21.5,138
Grand Est,2018-05-11,22.5,19.0,10.5,69.5,9.9375,35.0,50
Grand Est,2018-05-12,14.0,10.5,18.0,90.0,9.25,91.0,187
Grand Est,2018-05-13,16.5,14.0,8.5,86.5,7.0625,92.0,51
Grand Est,2018-05-14,19.5,16.5,13.5,81.5,8.8125,27.5,118
Grand Est,2018-05-15,18.0,15.0,13.5,84.5,9.875,48.0,185
Grand Est,2018-05-16,17.5,14.0,12.5,82.0,7.6875,48.0,67
Grand Est,2018-05-17,18.0,14.0,11.0,68.0,10.0,13.5,90
Grand Est,2018-05-18,18.5,15.0,13.5,68.0,10.0,17.0,170
Grand Est,2018-05-19,17.5,16.0,18.0,83.0,9.625,26.5,118
Grand Est,2018-05-20,22.0,17.5,6.5,74.5,8.875,29.0,98
Grand Est,2018-05-21,22.0,20.0,6.5,72.0,9.5625,37.0,88
Grand Est,2018-05-22,21.0,18.5,8.5,79.0,9.5,42.0,147
Grand Est,2018-05-23,22.0,19.5,6.0,75.0,9.9375,24.0,164
Grand Est,2018-05-24,24.0,20.5,5.0,69.0,10.0,9.5,32
Grand Est,2018-05-25,26.5,22.5,11.0,70.0,9.875,19.0,125
Grand Est,2018-05-26,25.5,22.5,7.0,70.5,9.6875,28.5,129
Grand Est,2018-05-27,25.5,23.0,11.5,74.5,9.5625,17.5,93
Grand Est,2018-05-28,22.0,18.0,14.0,89.0,8.5625,44.0,180
Grand Est,2018-05-29,25.5,22.0,9.0,68.0,9.75,21.0,87
Grand Est,2018-05-30,24.0,22.0,11.5,74.5,9.375,41.5,185
Hauts-de-France,2018-04-30,12.0,7.5,18.0,77.5,10.0,61.5,97
Hauts-de-France,2018-05-01,13.5,9.0,29.5,85.0,9.5,40.0,103
Hauts-de-France,2018-05-02,14.0,9.5,11.5,74.5,9.5,14.5,98
Hauts-de-France,2018-05-03,17.0,11.0,15.5,68.0,10.0,2.5,194
Hauts-de-France,2018-05-04,20.0,14.0,19.0,78.5,10.0,0.0,150
Hauts-de-France,2018-05-05,24.5,17.5,11.5,73.5,10.0,1.0,197
Hauts-de-France,2018-05-06,24.5,18.0,9.0,69.5,10.0,0.0,101
Hauts-de-France,2018-05-07,25.0,16.0,12.0,75.0,10.0,4.5,132
Hauts-de-France,2018-05-08,19.0,13.5,16.5,83.5,9.5,37.0,8
Hauts-de-France,2018-05-09,14.5,10.0,23.0,84.0,10.0,32.5,104
Hauts-de-France,2018-05-10,18.5,13.0,14.5,71.0,10.0,13.5,3
Hauts-de-France,2018-05-11,20.0,14.0,15.5,83.5,9.875,46.5,102
Hauts-de-France,2018-05-12,13.0,9.5,14.0,88.5,8.6875,65.0,74
Hauts-de-France,2018-05-13,14.5,12.0,30.5,89.0,10.0,64.0,135
Hauts-de-France,2018-05-14,20.0,13.5,17.0,88.5,10.0,42.5,159
Hauts-de-France,2018-05-15,17.0,12.5,30.0,81.0,9.5,43.5,70
Hauts-de-France,2018-05-16,15.0,9.0,23.5,80.5,10.0,29.5,71
Hauts-de-France,2018-05-17,15.5,9.0,16.5,83.5,9.5,26.5,187
Hauts-de-France,2018-05-18,14.5,10.0,14.0,82.0,8.0,35.0,120
Hauts-de-France,2018-05-19,19.5,13.5,14.0,81.0,8.0,12.5,140
Hauts-de-France,2018-05-20,20.5,15.5,14.0,82.0,8.75,24.0,195
Hauts-de-France,2018-05-21,21.0,15.0,17.0,83.5,9.75,17.0,102
Hauts-de-France,2018-05-22,19.0,14.0,17.0,91.5,9.125,57.5,50
Hauts-de-France,2018-05-23,20.0,16.0,9.5,87.0,7.5,46.5,86
Hauts-de-France,2018-05-24,23.0,18.0,9.0,84.0,8.125,38.5,91
Hauts-de-France,2018-05-25,26.5,21.0,22.0,81.0,9.3125,32.0,125
Hauts-de-France,2018-05-26,25.5,20.5,11.5,80.5,8.625,34.0,52
Hauts-de-France,2018-05-27,25.5,20.0,10.0,79.5,9.5,33.5,41
Hauts-de-France,2018-05-28,21.0,18.0,10.5,88.5,9.375,47.5,42
Hauts-de-France,2018-05-29,23.5,19.0,15.0,82.5,10.0,28.5,156
Hauts-de-France,2018-05-30,23.5,18.5,12.0,84.5,9.75,27.0,78
Normandie,2018-04-30,12.0,9.0,13.0,68.0,9.875,26.0,118
Normandie,2018-05-01,11.0,9.0,39.0,92.0,9.75,59.0,157
Normandie,2018-05-02,12.0,11.0,12.0,75.0,10.0,25.0,52
Normandie,2018-05-03,14.0,11.0,15.0,75.0,10.0,6.0,102
Normandie,2018-05-04,16.0,13.0,19.0,78.0,10.0,0.0,36
Normandie,2018-05-05,20.0,16.0,15.0,77.0,10.0,3.0,37
Normandie,2018-05-06,21.0,18.0,14.0,76.0,10.0,1.0,75
Normandie,2018-05-07,18.0,15.0,17.0,89.0,9.0,31.0,131
Normandie,2018-05-08,15.0,12.0,13.0,76.0,10.0,27.0,196
Normandie,2018-05-09,13.0,12.0,26.0,72.0,10.0,36.0,98
Normandie,2018-05-10,17.0,14.0,26.0,75.0,10.0,25.0,149
Normandie,2018-05-11,12.0,10.0,14.0,93.0,6.75,68.0,170
Normandie,2018-05-12,13.0,10.0,14.0,75.0,9.875,46.0,102
Normandie,2018-05-13,14.0,13.0,31.0,73.0,10.0,23.0,48
Normandie,2018-05-14,15.0,13.0,21.0,76.0,10.0,8.0,150
Normandie,2018-05-15,15.0,13.0,27.0,81.0,10.0,51.0,77
Normandie,2018-05-16,13.0,11.0,25.0,81.0,10.0,49.0,52
Normandie,2018-05-17,14.0,11.0,19.0,75.0,10.0,9.0,10
Normandie,2018-05-18,14.0,12.0,18.0,73.0,10.0,14.0,108
Normandie,2018-05-19,17.0,13.0,18.0,75.0,10.0,8.0,23
Normandie,2018-05-20,17.0,15.0,18.0,82.0,10.0,11.0,34
Normandie,2018-05-21,17.0,16.0,18.0,84.0,9.75,18.0,51
Normandie,2018-05-22,15.0,14.0,22.0,85.0,10.0,53.0,14
Normandie,2018-05-23,17.0,14.0,15.0,90.0,6.875,53.0,28
Normandie,2018-05-24,17.0,16.0,13.0,89.0,6.375,56.0,194
Normandie,2018-05-25,23.0,17.0,22.0,93.0,8.0,42.0,154
Normandie,2018-05-26,22.0,19.0,13.0,80.0,8.875,25.0,193
Normandie,2018-05-27,20.0,19.0,18.0,86.0,9.75,35.0,147
Normandie,2018-05-28,19.0,18.0,20.0,87.0,7.0,60.0,150
Normandie,2018-05-29,20.0,17.0,13.0,90.0,7.875,67.0,69
Normandie,2018-05-30,19.0,18.0,8.0,89.0,7.75,49.0,148
Nouvelle-Aquitaine,2018-04-30,13.0,10.0,13.666666666666666,74.0,8.375,48.0,48
Nouvelle-Aquitaine,2018-05-01,14.333333333333334,11.333333333333334,16.0,76.66666666666667,7.625,67.66666666666667,151
Nouvelle-Aquitaine,2018-05-02,15.333333333333334,10.333333333333334,18.0,84.0,7.916666666666667,51.333333333333336,196
Nouvelle-Aquitaine,2018-05-03,18.0,13.666666666666666,18.666666666666668,68.0,10.0,16.0,95
Nouvelle-Aquitaine,2018-05-04,21.333333333333332,16.666666666666668,13.666666666666666,78.66666666666667,8.833333333333334,27.666666666666668,112
Nouvelle-Aquitaine,2018-05-05,23.666666666666668,19.333333333333332,7.333333333333333,78.0,8.083333333333334,28.0,170
Nouvelle-Aquitaine,2018-05-06,24.333333333333332,21.333333333333332,14.0,76.66666666666667,8.375,13.333333333333334,32
Nouvelle-Aquitaine,2018-05-07,20.333333333333332,17.666666666666668,20.0,84.66666666666667,8.833333333333334,25.333333333333332,102
Nouvelle-Aquitaine,2018-05-08,17.666666666666668,14.0,15.666666666666666,87.66666666666667,7.416666666666667,69.66666666666667,126
Nouvelle-Aquitaine,2018-05-09,16.0,12.666666666666666,14.333333333333334,76.0,8.833333333333334,38.333333333333336,189
Nouvelle-Aquitaine,2018-05-10,21.0,16.666666666666668,16.0,68.33333333333333,9.333333333333334,12.666666666666666,82
Nouvelle-Aquitaine,2018-05-11,13.0,9.0,18.333333333333332,93.0,7.583333333333333,65.66666666666667,190
Nouvelle-Aquitaine,2018-05-12,12.666666666666666,10.0,20.333333333333332,70.0,8.416666666666666,36.333333333333336,67
Nouvelle-Aquitaine,2018-05-13,12.333333333333334,10.333333333333334,18.666666666666668,87.0,7.125,74.0,67
Nouvelle-Aquitaine,2018-05-14,16.0,13.666666666666666,17.0,80.0,8.375,68.33333333333333,36
Nouvelle-Aquitaine,2018-05-15,19.333333333333332,15.333333333333334,10.666666666666666,80.33333333333333,7.708333333333333,35.333333333333336,37
Nouvelle-Aquitaine,2018-05-16,19.0,15.666666666666666,16.0,80.66666666666667,8.041666666666666,44.0,145
Nouvelle-Aquitaine,2018-05-17,21.666666666666668,17.666666666666668,14.0,71.33333333333333,9.0,13.666666666666666,9
Nouvelle-Aquitaine,2018-05-18,20.666666666666668,17.666666666666668,13.666666666666666,68.33333333333333,9.25,21.0,93
Nouvelle-Aquitaine,2018-05-19,22.666666666666668,17.666666666666668,12.0,72.66666666666667,9.208333333333334,12.0,96
Nouvelle-Aquitaine,2018-05-20,22.666666666666668,19.0,8.333333333333334,73.0,8.833333333333334,21.333333333333332,4
Nouvelle-Aquitaine,2018-05-21,22.0,18.666666666666668,13.666666666666666,74.66666666666667,9.625,28.666666666666668,90
Nouvelle-Aquitaine,2018-05-22,23.0,19.333333333333332,8.666666666666666,74.33333333333333,8.625,29.0,159
Nouvelle-Aquitaine,2018-05-23,23.333333333333332,20.333333333333332,8.0,71.33333333333333,8.625,29.0,28
Nouvelle-Aquitaine,2018-05-24,23.0,19.0,10.333333333333334,80.0,9.0,44.666666666666664,167
Nouvelle-Aquitaine,2018-05-25,24.0,19.666666666666668,17.333333333333332,81.33333333333333,8.625,37.0,152
Nouvelle-Aquitaine,2018-05-26,22.666666666666668,19.333333333333332,10.666666666666666,80.66666666666667,9.416666666666666,28.666666666666668,194
Nouvelle-Aquitaine,2018-05-27,21.333333333333332,17.666666666666668,9.333333333333334,88.0,8.541666666666666,52.666666666666664,111
Nouvelle-Aquitaine,2018-05-28,20.0,17.0,16.666666666666668,90.33333333333333,5.916666666666667,73.66666666666667,10
Nouvelle-Aquitaine,2018-05-29,20.666666666666668,18.666666666666668,11.0,80.33333333333333,7.25,56.333333333333336,13
Nouvelle-Aquitaine,2018-05-30,19.333333333333332,16.0,16.333333333333332,89.66666666666667,8.833333333333334,77.0,117
Occitanie,2018-04-30,14.5,11.5,17.0,71.0,9.375,70.0,193
Occitanie,2018-05-01,18.0,14.0,18.0,64.5,9.5,23.0,170
Occitanie,2018-05-02,15.5,13.5,30.0,74.5,9.375,63.5,159
Occitanie,2018-05-03,16.5,14.0,19.5,79.5,9.5,66.0,143
Occitanie,2018-05-04,19.0,15.0,14.0,81.0,10.0,57.0,194
Occitanie,2018-05-05,22.0,17.0,12.0,80.0,8.375,43.5,21
Occitanie,2018-05-06,22.5,18.5,12.0,81.5,9.3125,25.0,176
Occitanie,2018-05-07,20.0,17.0,25.5,86.5,9.6875,53.5,27
Occitanie,2018-05-08,19.5,17.0,19.5,77.0,9.875,56.0,64
Occitanie,2018-05-09,18.5,14.5,21.0,69.5,10.0,44.5,66
Occitanie,2018-05-10,21.0,16.5,15.0,65.0,10.0,3.0,183
Occitanie,2018-05-11,17.0,12.5,26.0,86.5,9.8125,63.0,64
Occitanie,2018-05-12,12.5,10.5,34.0,76.0,9.0625,74.0,139
Occitanie,2018-05-13,12.0,10.5,30.5,82.5,9.6875,79.0,29
Occitanie,2018-05-14,15.5,13.0,31.0,80.5,8.125,77.5,26
Occitanie,2018-05-15,19.0,14.0,17.0,79.5,9.5,51.5,55
Occitanie,2018-05-16,19.5,16.0,12.5,75.0,9.0,34.0,116
Occitanie,2018-05-17,21.5,17.5,11.0,74.0,9.9375,17.0,111
Occitanie,2018-05-18,22.5,18.0,9.0,74.0,9.625,19.0,105
Occitanie,2018-05-19,22.0,18.0,13.0,70.0,10.0,17.0,40
Occitanie,2018-05-20,22.5,18.5,15.0,73.5,9.9375,28.0,111
Occitanie,2018-05-21,21.0,18.0,16.0,79.0,9.6875,34.5,6
Occitanie,2018-05-22,23.0,19.5,12.0,75.5,10.0,28.5,79
Occitanie,2018-05-23,22.5,19.5,12.5,76.5,10.0,24.5,179
Occitanie,2018-05-24,23.0,19.5,16.5,73.0,10.0,13.5,133
Occitanie,2018-05-25,23.5,20.5,25.5,73.0,9.625,23.5,28
Occitanie,2018-05-26,23.5,20.0,17.0,80.5,9.5625,34.0,26
Occitanie,2018-05-27,19.0,17.5,21.0,88.5,8.375,66.5,22
Occitanie,2018-05-28,21.5,18.0,12.0,85.0,8.75,66.5,19
Occitanie,2018-05-29,20.5,19.0,12.0,80.5,9.0625,51.0,161
Occitanie,2018-05-30,21.5,18.0,10.5,80.0,8.9375,37.0,188
Pays de la Loire,2018-04-30,12.0,10.0,19.0,64.0,10.0,21.0,198
Pays de la Loire,2018-05-01,12.0,10.0,30.0,94.0,7.875,80.0,37
Pays de la Loire,2018-05-02,15.0,11.0,15.0,75.0,9.0,21.0,130
Pays de la Loire,2018-05-03,17.0,13.0,17.0,69.0,9.0,3.0,4
Pays de la Loire,2018-05-04,21.0,15.0,16.0,78.0,9.0,3.0,13
Pays de la Loire,2018-05-05,24.0,19.0,12.0,80.0,7.625,18.0,173
Pays de la Loire,2018-05-06,25.0,22.0,7.0,79.0,9.5,6.0,164
Pays de la Loire,2018-05-07,21.0,19.0,20.0,85.0,9.5,36.0,121
Pays de la Loire,2018-05-08,16.0,13.0,17.0,72.0,8.0,31.0,155
Pays de la Loire,2018-05-09,14.0,12.0,17.0,69.0,10.0,30.0,174
Pays de la Loire,2018-05-10,18.0,16.0,23.0,76.0,10.0,21.0,161
Pays de la Loire,2018-05-11,12.0,11.0,19.0,87.0,5.875,67.0,27
Pays de la Loire,2018-05-12,13.0,12.0,18.0,75.0,9.875,33.0,81
Pays de la Loire,2018-05-13,17.0,14.0,27.0,75.0,9.0,39.0,85
Pays de la Loire,2018-05-14,20.0,16.0,21.0,76.0,10.0,27.0,113
Pays de la Loire,2018-05-15,21.0,17.0,17.0,78.0,8.875,30.0,150
Pays de la Loire,2018-05-16,19.0,14.0,19.0,83.0,10.0,48.0,131
Pays de la Loire,2018-05-17,19.0,15.0,15.0,77.0,9.0,41.0,146
Pays de la Loire,2018-05-18,19.0,15.0,16.0,75.0,10.0,13.0,117
Pays de la Loire,2018-05-19,20.0,16.0,14.0,73.0,9.0,2.0,187
Pays de la Loire,2018-05-20,23.0,19.0,13.0,72.0,9.0,7.0,95
Pays de la Loire,2018-05-21,21.0,18.0,17.0,74.0,8.0,24.0,46
Pays de la Loire,2018-05-22,22.0,18.0,13.0,76.0,7.875,29.0,83
Pays de la Loire,2018-05-23,23.0,19.0,8.0,81.0,7.875,28.0,145
Pays de la Loire,2018-05-24,20.0,18.0,8.0,84.0,7.375,45.0,139
Pays de la Loire,2018-05-25,23.0,18.0,14.0,91.0,7.0,52.0,135
Pays de la Loire,2018-05-26,22.0,19.0,18.0,81.0,8.0,38.0,19
Pays de la Loire,2018-05-27,23.0,19.0,10.0,87.0,7.75,50.0,148
Pays de la Loire,2018-05-28,21.0,20.0,16.0,80.0,6.625,53.0,157
