_id,region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
ObjectId(63e4bbd14e31320bce169200),Pays de la Loire,2020-02-06T00:00:00.000Z,13,4,16,95,10,43,119
ObjectId(63e4bbd14e31320bce169201),Pays de la Loire,2020-02-07T00:00:00.000Z,11,9,13,93,9.5,81,126
ObjectId(63e4bbd14e31320bce169202),Pays de la Loire,2020-02-08T00:00:00.000Z,12,10,50,89,8.25,72,50
ObjectId(63e4bbd14e31320bce169203),Pays de la Loire,2020-02-09T00:00:00.000Z,12,9,43,78,9.625,85,75
ObjectId(63e4bbd14e31320bce169204),Pays de la Loire,2020-02-10T00:00:00.000Z,9,7,27,82,10,74,133
ObjectId(63e4bbd14e31320bce169205),Pays de la Loire,2020-02-11T00:00:00.000Z,10,7,18,84,9.875,67,55
ObjectId(63e4bbd14e31320bce169206),Pays de la Loire,2020-02-12T00:00:00.000Z,11,10,42,84,8.875,89,96
ObjectId(63e4bbd14e31320bce169207),Pays de la Loire,2020-02-13T00:00:00.000Z,12,8,21,90,10,51,154
ObjectId(63e4bbd14e31320bce169208),Pays de la Loire,2020-02-14T00:00:00.000Z,14,11,31,91,10,63,36
ObjectId(63e4bbd14e31320bce169209),Pays de la Loire,2020-02-15T00:00:00.000Z,15,13,50,86,8.75,90,103
ObjectId(63e4bbd14e31320bce16920a),Pays de la Loire,2020-02-16T00:00:00.000Z,10,8,31,82,9.375,76,73
ObjectId(63e4bbd14e31320bce16920b),Pays de la Loire,2020-02-17T00:00:00.000Z,11,8,23,84,9.875,62,49
ObjectId(63e4bbd14e31320bce16920c),Pays de la Loire,2020-02-18T00:00:00.000Z,11,9,22,90,10,79,7
ObjectId(63e4bbd14e31320bce16920d),Pays de la Loire,2020-02-19T00:00:00.000Z,11,9,31,85,9.75,75,99
ObjectId(63e4bbd14e31320bce16920e),Pays de la Loire,2020-02-20T00:00:00.000Z,10,5,15,80,10,15,80
ObjectId(63e4bbd14e31320bce16920f),Pays de la Loire,2020-02-21T00:00:00.000Z,13,9,23,89,10,40,41
ObjectId(63e4bbd14e31320bce169210),Pays de la Loire,2020-02-22T00:00:00.000Z,13,12,27,92,10,97,32
ObjectId(63e4bbd14e31320bce169211),Pays de la Loire,2020-02-23T00:00:00.000Z,12,11,31,88,10,90,196
ObjectId(63e4bbd14e31320bce169212),Pays de la Loire,2020-02-24T00:00:00.000Z,11,8,32,87,8.125,80,93
ObjectId(63e4bbd14e31320bce169213),Pays de la Loire,2020-02-25T00:00:00.000Z,8,4,28,77,9.875,59,192
ObjectId(63e4bbd14e31320bce169214),Pays de la Loire,2020-02-26T00:00:00.000Z,12,9,40,90,8.625,75,182
ObjectId(63e4bbd14e31320bce169215),Pays de la Loire,2020-02-27T00:00:00.000Z,11,9,26,94,8.875,86,187
ObjectId(63e4bbd14e31320bce169216),Pays de la Loire,2020-02-28T00:00:00.000Z,10,7,35,89,8.625,59,97
ObjectId(63e4bbd14e31320bce169217),Provence-Alpes-Côte d'Azur,2020-01-31T00:00:00.000Z,15,13,15,84,10,18,175
ObjectId(63e4bbd14e31320bce169218),Provence-Alpes-Côte d'Azur,2020-02-01T00:00:00.000Z,15,12,22,77,10,17,133
ObjectId(63e4bbd14e31320bce169219),Provence-Alpes-Côte d'Azur,2020-02-02T00:00:00.000Z,19,15,35,71,10,3,128
ObjectId(63e4bbd14e31320bce16921a),Provence-Alpes-Côte d'Azur,2020-02-03T00:00:00.000Z,15,11,55,55,10,8,22
ObjectId(63e4bbd14e31320bce16921b),Provence-Alpes-Côte d'Azur,2020-02-04T00:00:00.000Z,13,9,42,63,10,14,38
ObjectId(63e4bbd14e31320bce16921c),Provence-Alpes-Côte d'Azur,2020-02-05T00:00:00.000Z,13,11,26,64,10,54,42
ObjectId(63e4bbd14e31320bce16921d),Provence-Alpes-Côte d'Azur,2020-02-06T00:00:00.000Z,13,11,9,64,10,32,87
ObjectId(63e4bbd14e31320bce16921e),Provence-Alpes-Côte d'Azur,2020-02-07T00:00:00.000Z,13,11,22,70,10,65,68
ObjectId(63e4bbd14e31320bce16921f),Provence-Alpes-Côte d'Azur,2020-02-08T00:00:00.000Z,13,11,12,73,10,33,122
ObjectId(63e4bbd14e31320bce169220),Provence-Alpes-Côte d'Azur,2020-02-09T00:00:00.000Z,16,13,41,84,10,41,83
ObjectId(63e4bbd14e31320bce169221),Provence-Alpes-Côte d'Azur,2020-02-10T00:00:00.000Z,16,14,40,63,10,28,165
ObjectId(63e4bbd14e31320bce169222),Provence-Alpes-Côte d'Azur,2020-02-11T00:00:00.000Z,13,10,37,54,10,8,168
ObjectId(63e4bbd14e31320bce169223),Provence-Alpes-Côte d'Azur,2020-02-12T00:00:00.000Z,12,11,6,88,10,48,61
ObjectId(63e4bbd14e31320bce169224),Provence-Alpes-Côte d'Azur,2020-02-13T00:00:00.000Z,14,11,46,58,10,2,171
ObjectId(63e4bbd14e31320bce169225),Provence-Alpes-Côte d'Azur,2020-02-14T00:00:00.000Z,16,14,10,68,10,4,99
ObjectId(63e4bbd14e31320bce169226),Provence-Alpes-Côte d'Azur,2020-02-15T00:00:00.000Z,14,13,25,86,10,46,197
ObjectId(63e4bbd14e31320bce169227),Provence-Alpes-Côte d'Azur,2020-02-16T00:00:00.000Z,14,13,21,89,10,78,68
ObjectId(63e4bbd14e31320bce169228),Provence-Alpes-Côte d'Azur,2020-02-17T00:00:00.000Z,13,10,44,57,10,25,153
ObjectId(63e4bbd14e31320bce169229),Provence-Alpes-Côte d'Azur,2020-02-18T00:00:00.000Z,13,10,45,55,10,8,40
ObjectId(63e4bbd14e31320bce16922a),Provence-Alpes-Côte d'Azur,2020-02-19T00:00:00.000Z,14,11,8,61,10,18,8
ObjectId(63e4bbd14e31320bce16922b),Provence-Alpes-Côte d'Azur,2020-02-20T00:00:00.000Z,14,12,40,61,10,23,118
ObjectId(63e4bbd14e31320bce16922c),Provence-Alpes-Côte d'Azur,2020-02-21T00:00:00.000Z,16,13,6,69,10,32,140
ObjectId(63e4bbd14e31320bce16922d),Provence-Alpes-Côte d'Azur,2020-02-22T00:00:00.000Z,16,12,23,61,10,1,38
ObjectId(63e4bbd14e31320bce16922e),Provence-Alpes-Côte d'Azur,2020-02-23T00:00:00.000Z,18,14,26,63,10,2,124
ObjectId(63e4bbd14e31320bce16922f),Provence-Alpes-Côte d'Azur,2020-02-24T00:00:00.000Z,15,13,34,62,10,28,119
ObjectId(63e4bbd14e31320bce169230),Provence-Alpes-Côte d'Azur,2020-02-25T00:00:00.000Z,12,11,52,57,10,29,38
ObjectId(63e4bbd14e31320bce169231),Provence-Alpes-Côte d'Azur,2020-02-26T00:00:00.000Z,12,9,44,76,9.625,63,151
ObjectId(63e4bbd14e31320bce169232),Provence-Alpes-Côte d'Azur,2020-02-27T00:00:00.000Z,14,8,34,52,10,21,179
ObjectId(63e4bbd14e31320bce169233),Provence-Alpes-Côte d'Azur,2020-02-28T00:00:00.000Z,14,12,38,87,9.875,77,90
ObjectId(63e4bbd14e31320bce169234),Île-de-France,2020-01-31T00:00:00.000Z,14,12,22,91,8.75,90,88
ObjectId(63e4bbd14e31320bce169235),Île-de-France,2020-02-01T00:00:00.000Z,16,13,24,89,8.625,100,62
ObjectId(63e4bbd14e31320bce169236),Île-de-France,2020-02-02T00:00:00.000Z,13,11,21,78,7,92,119
ObjectId(63e4bbd14e31320bce169237),Île-de-France,2020-02-03T00:00:00.000Z,8,7,27,63,9.375,85,165
ObjectId(63e4bbd14e31320bce169238),Île-de-France,2020-02-04T00:00:00.000Z,9,6,6,86,10,56,37
ObjectId(63e4bbd14e31320bce169239),Île-de-France,2020-02-05T00:00:00.000Z,10,4,11,74,10,16,167
ObjectId(63e4bbd14e31320bce16923a),Île-de-France,2020-02-06T00:00:00.000Z,10,5,12,71,10,17,37
ObjectId(63e4bbd14e31320bce16923b),Île-de-France,2020-02-07T00:00:00.000Z,10,8,15,83,8.875,83,10
ObjectId(63e4bbd14e31320bce16923c),Île-de-France,2020-02-08T00:00:00.000Z,12,9,42,76,7.875,88,49
ObjectId(63e4bbd14e31320bce16923d),Île-de-France,2020-02-09T00:00:00.000Z,13,9,38,65,7.5,76,178
ObjectId(63e4bbd14e31320bce16923e),Île-de-France,2020-02-10T00:00:00.000Z,8,7,30,61,9.25,76,28
ObjectId(63e4bbd14e31320bce16923f),Île-de-France,2020-02-11T00:00:00.000Z,9,5,21,73,8,81,155
ObjectId(63e4bbd14e31320bce169240),Île-de-France,2020-02-12T00:00:00.000Z,10,8,35,79,8.125,87,4
ObjectId(63e4bbd14e31320bce169241),Île-de-France,2020-02-13T00:00:00.000Z,11,8,13,83,10,66,133
ObjectId(63e4bbd14e31320bce169242),Île-de-France,2020-02-14T00:00:00.000Z,13,8,22,86,10,51,150
ObjectId(63e4bbd14e31320bce169243),Île-de-France,2020-02-15T00:00:00.000Z,16,14,37,65,9.5,95,29
ObjectId(63e4bbd14e31320bce169244),Île-de-France,2020-02-16T00:00:00.000Z,12,9,27,70,8.375,76,189
ObjectId(63e4bbd14e31320bce169245),Île-de-France,2020-02-17T00:00:00.000Z,11,6,21,68,10,50,130
ObjectId(63e4bbd14e31320bce169246),Île-de-France,2020-02-18T00:00:00.000Z,9,7,15,73,7.75,89,103
ObjectId(63e4bbd14e31320bce169247),Île-de-France,2020-02-19T00:00:00.000Z,10,9,30,77,9.5,87,87
ObjectId(63e4bbd14e31320bce169248),Île-de-France,2020-02-20T00:00:00.000Z,9,6,16,70,10,39,44
ObjectId(63e4bbd14e31320bce169249),Île-de-France,2020-02-21T00:00:00.000Z,12,7,22,75,10,42,139
ObjectId(63e4bbd14e31320bce16924a),Île-de-France,2020-02-22T00:00:00.000Z,14,12,27,84,9,100,19
ObjectId(63e4bbd14e31320bce16924b),Île-de-France,2020-02-23T00:00:00.000Z,12,11,27,80,8.75,91,125
ObjectId(63e4bbd14e31320bce16924c),Île-de-France,2020-02-24T00:00:00.000Z,11,8,27,65,8.5,91,132
ObjectId(63e4bbd14e31320bce16924d),Île-de-France,2020-02-25T00:00:00.000Z,7,2,25,83,6.875,78,3
ObjectId(63e4bbd14e31320bce16924e),Île-de-France,2020-02-26T00:00:00.000Z,10,6,32,89,9.125,90,73
ObjectId(63e4bbd14e31320bce16924f),Île-de-France,2020-02-27T00:00:00.000Z,7,5,24,85,8,85,118
ObjectId(63e4bbd14e31320bce169250),Île-de-France,2020-02-28T00:00:00.000Z,11,8,32,72,9.875,73,94
ObjectId(63e4bbd14e31320bce169251),Bourgogne-Franche-Comté,2020-02-29T00:00:00.000Z,10,6.5,31,82,8,86,118
ObjectId(63e4bbd14e31320bce169252),Bourgogne-Franche-Comté,2020-03-01T00:00:00.000Z,6,3,18,95,8.25,81,135
ObjectId(63e4bbd14e31320bce169253),Bourgogne-Franche-Comté,2020-03-02T00:00:00.000Z,6.5,2.5,14.5,90,8.875,66.5,178
ObjectId(63e4bbd14e31320bce169254),Bourgogne-Franche-Comté,2020-03-03T00:00:00.000Z,7.5,3,11.5,90,8,58,95
ObjectId(63e4bbd14e31320bce169255),Bourgogne-Franche-Comté,2020-03-04T00:00:00.000Z,9.5,7,34.5,95.5,7.6875,99.5,29
ObjectId(63e4bbd14e31320bce169256),Bourgogne-Franche-Comté,2020-03-05T00:00:00.000Z,6.5,4.5,22.5,88,8.875,89.5,20
ObjectId(63e4bbd14e31320bce169257),Bourgogne-Franche-Comté,2020-03-06T00:00:00.000Z,7.5,4,8.5,83.5,9,47,120
ObjectId(63e4bbd14e31320bce169258),Bourgogne-Franche-Comté,2020-03-07T00:00:00.000Z,10.5,4.5,16.5,84,9.625,57.5,98
ObjectId(63e4bbd14e31320bce169259),Bourgogne-Franche-Comté,2020-03-08T00:00:00.000Z,8.5,6,15.5,88.5,9.1875,79,58
ObjectId(63e4bbd14e31320bce16925a),Bourgogne-Franche-Comté,2020-03-09T00:00:00.000Z,7,5,24.5,96,7.9375,91,38
ObjectId(63e4bbd14e31320bce16925b),Bourgogne-Franche-Comté,2020-03-10T00:00:00.000Z,14,10,18.5,93.5,9.6875,86.5,18
ObjectId(63e4bbd14e31320bce16925c),Bourgogne-Franche-Comté,2020-03-11T00:00:00.000Z,14.5,11.5,23.5,85,9.8125,72.5,157
ObjectId(63e4bbd14e31320bce16925d),Bourgogne-Franche-Comté,2020-03-12T00:00:00.000Z,10,6,10,76,10,37,38
ObjectId(63e4bbd14e31320bce16925e),Bourgogne-Franche-Comté,2020-03-13T00:00:00.000Z,10.5,6,5.5,76,10,56,134
ObjectId(63e4bbd14e31320bce16925f),Bourgogne-Franche-Comté,2020-03-14T00:00:00.000Z,14.5,7,19,77.5,10,16,180
ObjectId(63e4bbd14e31320bce169260),Bourgogne-Franche-Comté,2020-03-15T00:00:00.000Z,15.5,9,11.5,76,10,18.5,55
ObjectId(63e4bbd14e31320bce169261),Bourgogne-Franche-Comté,2020-03-16T00:00:00.000Z,16,10.5,8,84.5,9.9375,42.5,181
ObjectId(63e4bbd14e31320bce169262),Bourgogne-Franche-Comté,2020-03-17T00:00:00.000Z,18,11.5,8,82.5,9.5,14,137
ObjectId(63e4bbd14e31320bce169263),Bourgogne-Franche-Comté,2020-03-18T00:00:00.000Z,18.5,11.5,5,84.5,9,18.5,4
ObjectId(63e4bbd14e31320bce169264),Bourgogne-Franche-Comté,2020-03-19T00:00:00.000Z,17,12,5.5,80,9.875,40,195
ObjectId(63e4bbd14e31320bce169265),Bourgogne-Franche-Comté,2020-03-20T00:00:00.000Z,12.5,9,21,88.5,9.3125,56,82
ObjectId(63e4bbd14e31320bce169266),Bourgogne-Franche-Comté,2020-03-21T00:00:00.000Z,11.5,7.5,28.5,76,10,20,30
ObjectId(63e4bbd14e31320bce169267),Bourgogne-Franche-Comté,2020-03-22T00:00:00.000Z,9.5,3.5,25,52,10,0,39
ObjectId(63e4bbd14e31320bce169268),Bourgogne-Franche-Comté,2020-03-23T00:00:00.000Z,9,2.5,27.5,50,10,0.5,170
ObjectId(63e4bbd14e31320bce169269),Bourgogne-Franche-Comté,2020-03-24T00:00:00.000Z,8.5,2.5,22,53,10,4.5,180
ObjectId(63e4bbd14e31320bce16926a),Bourgogne-Franche-Comté,2020-03-25T00:00:00.000Z,9,2.5,14.5,63,10,7.5,126
ObjectId(63e4bbd14e31320bce16926b),Bourgogne-Franche-Comté,2020-03-26T00:00:00.000Z,11.5,4.5,9,77,10,15,143
ObjectId(63e4bbd14e31320bce16926c),Bourgogne-Franche-Comté,2020-03-27T00:00:00.000Z,14.5,7.5,11,81,9.9375,46,161
ObjectId(63e4bbd14e31320bce16926d),Bourgogne-Franche-Comté,2020-03-28T00:00:00.000Z,8,4,22.5,86.5,7.9375,75,161
ObjectId(63e4bbd14e31320bce16926e),Bourgogne-Franche-Comté,2020-03-29T00:00:00.000Z,7,2.5,31,68.5,9.3125,37,195
ObjectId(63e4bbd14e31320bce16926f),Bourgogne-Franche-Comté,2020-03-30T00:00:00.000Z,10,3.5,26.5,59.5,10,1,193
ObjectId(63e4bbd14e31320bce169270),Bretagne,2020-02-29T00:00:00.000Z,9,5,24,95,8.75,74,48
ObjectId(63e4bbd14e31320bce169271),Bretagne,2020-03-01T00:00:00.000Z,9,6,32,86,9.25,71,13
ObjectId(63e4bbd14e31320bce169272),Bretagne,2020-03-02T00:00:00.000Z,8,5,14,83,10,59,15
ObjectId(63e4bbd14e31320bce169273),Bretagne,2020-03-03T00:00:00.000Z,12,6,26,95,8.125,84,109
ObjectId(63e4bbd14e31320bce169274),Bretagne,2020-03-04T00:00:00.000Z,11,7,41,92,7.125,99,14
ObjectId(63e4bbd14e31320bce169275),Bretagne,2020-03-05T00:00:00.000Z,8,5,29,95,8.75,80,53
ObjectId(63e4bbd14e31320bce169276),Bretagne,2020-03-06T00:00:00.000Z,12,5,19,90,10,66,149
ObjectId(63e4bbd14e31320bce169277),Bretagne,2020-03-07T00:00:00.000Z,12,9,32,91,9,78,130
ObjectId(63e4bbd14e31320bce169278),Bretagne,2020-03-08T00:00:00.000Z,11,7,21,85,9.875,72,105
ObjectId(63e4bbd14e31320bce169279),Bretagne,2020-03-09T00:00:00.000Z,14,12,26,93,7.625,97,34
ObjectId(63e4bbd14e31320bce16927a),Bretagne,2020-03-10T00:00:00.000Z,15,12,28,84,10,80,192
ObjectId(63e4bbd14e31320bce16927b),Bretagne,2020-03-11T00:00:00.000Z,12,8,24,76,10,61,89
ObjectId(63e4bbd14e31320bce16927c),Bretagne,2020-03-12T00:00:00.000Z,10,6,14,80,10,37,178
ObjectId(63e4bbd14e31320bce16927d),Bretagne,2020-03-13T00:00:00.000Z,12,10,19,86,10,78,129
ObjectId(63e4bbd14e31320bce16927e),Bretagne,2020-03-14T00:00:00.000Z,12,9,23,89,10,79,189
ObjectId(63e4bbd14e31320bce16927f),Bretagne,2020-03-15T00:00:00.000Z,11,8,17,86,9.875,82,118
ObjectId(63e4bbd14e31320bce169280),Bretagne,2020-03-16T00:00:00.000Z,15,7,6,76,10,24,149
ObjectId(63e4bbd14e31320bce169281),Bretagne,2020-03-17T00:00:00.000Z,14,9,9,86,10,55,0
ObjectId(63e4bbd14e31320bce169282),Bretagne,2020-03-18T00:00:00.000Z,18,11,12,90,8.75,52,170
ObjectId(63e4bbd14e31320bce169283),Bretagne,2020-03-19T00:00:00.000Z,18,11,20,93,6.75,54,21
ObjectId(63e4bbd14e31320bce169284),Bretagne,2020-03-20T00:00:00.000Z,12,8,24,89,10,70,191
ObjectId(63e4bbd14e31320bce169285),Bretagne,2020-03-21T00:00:00.000Z,9,5,22,81,8.375,65,51
ObjectId(63e4bbd14e31320bce169286),Bretagne,2020-03-22T00:00:00.000Z,13,5,17,82,9.625,22,77
ObjectId(63e4bbd14e31320bce169287),Bretagne,2020-03-23T00:00:00.000Z,13,5,13,73,10,1,121
ObjectId(63e4bbd14e31320bce169288),Bretagne,2020-03-24T00:00:00.000Z,12,4,17,69,10,2,133
ObjectId(63e4bbd14e31320bce169289),Bretagne,2020-03-25T00:00:00.000Z,11,4,23,67,10,11,193
ObjectId(63e4bbd14e31320bce16928a),Bretagne,2020-03-26T00:00:00.000Z,12,5,17,72,10,10,134
ObjectId(63e4bbd14e31320bce16928b),Bretagne,2020-03-27T00:00:00.000Z,13,6,22,84,7,57,171
ObjectId(63e4bbd14e31320bce16928c),Bretagne,2020-03-28T00:00:00.000Z,8,5,39,68,9.875,58,14
ObjectId(63e4bbd14e31320bce16928d),Bretagne,2020-03-29T00:00:00.000Z,8,2,35,65,10,5,2
ObjectId(63e4bbd14e31320bce16928e),Bretagne,2020-03-30T00:00:00.000Z,11,5,29,74,10,2,38
ObjectId(63e4bbd14e31320bce16928f),Centre-Val de Loire,2020-02-29T00:00:00.000Z,8,2,43,86,8.625,85,140
ObjectId(63e4bbd14e31320bce169290),Centre-Val de Loire,2020-03-01T00:00:00.000Z,8,6,30,95,9.25,90,182
ObjectId(63e4bbd14e31320bce169291),Centre-Val de Loire,2020-03-02T00:00:00.000Z,8,3,12,86,9.875,67,64
ObjectId(63e4bbd14e31320bce169292),Centre-Val de Loire,2020-03-03T00:00:00.000Z,7,4,18,91,7,85,166
ObjectId(63e4bbd14e31320bce169293),Centre-Val de Loire,2020-03-04T00:00:00.000Z,11,10,38,95,6.625,100,139
ObjectId(63e4bbd14e31320bce169294),Centre-Val de Loire,2020-03-05T00:00:00.000Z,9,5,17,85,10,78,60
ObjectId(63e4bbd14e31320bce169295),Centre-Val de Loire,2020-03-06T00:00:00.000Z,10,5,11,88,8,73,114
ObjectId(63e4bbd14e31320bce169296),Centre-Val de Loire,2020-03-07T00:00:00.000Z,9,7,27,87,8,72,56
ObjectId(63e4bbd14e31320bce169297),Centre-Val de Loire,2020-03-08T00:00:00.000Z,10,6,18,85,9.5,75,71
ObjectId(63e4bbd14e31320bce169298),Centre-Val de Loire,2020-03-09T00:00:00.000Z,12,10,24,93,6.375,99,43
ObjectId(63e4bbd14e31320bce169299),Centre-Val de Loire,2020-03-10T00:00:00.000Z,16,13,25,90,6.625,81,95
ObjectId(63e4bbd14e31320bce16929a),Centre-Val de Loire,2020-03-11T00:00:00.000Z,12,9,22,79,8.25,80,109
ObjectId(63e4bbd14e31320bce16929b),Centre-Val de Loire,2020-03-12T00:00:00.000Z,11,5,12,79,10,36,199
ObjectId(63e4bbd14e31320bce16929c),Centre-Val de Loire,2020-03-13T00:00:00.000Z,11,8,20,80,10,86,86
ObjectId(63e4bbd14e31320bce16929d),Centre-Val de Loire,2020-03-14T00:00:00.000Z,15,8,14,85,8,35,139
ObjectId(63e4bbd14e31320bce16929e),Centre-Val de Loire,2020-03-15T00:00:00.000Z,11,10,6,94,4.125,92,29
ObjectId(63e4bbd14e31320bce16929f),Centre-Val de Loire,2020-03-16T00:00:00.000Z,14,10,5,93,6.625,78,178
ObjectId(63e4bbd14e31320bce1692a0),Centre-Val de Loire,2020-03-17T00:00:00.000Z,16,11,3,84,10,69,186
ObjectId(63e4bbd14e31320bce1692a1),Centre-Val de Loire,2020-03-18T00:00:00.000Z,19,13,9,80,9.875,43,57
ObjectId(63e4bbd14e31320bce1692a2),Centre-Val de Loire,2020-03-19T00:00:00.000Z,18,12,15,83,9.25,76,29
ObjectId(63e4bbd14e31320bce1692a3),Centre-Val de Loire,2020-03-20T00:00:00.000Z,13,9,24,83,10,67,170
ObjectId(63e4bbd14e31320bce1692a4),Centre-Val de Loire,2020-03-21T00:00:00.000Z,10,7,22,74,10,72,128
ObjectId(63e4bbd14e31320bce1692a5),Centre-Val de Loire,2020-03-22T00:00:00.000Z,12,3,19,57,10,7,83
ObjectId(63e4bbd14e31320bce1692a6),Centre-Val de Loire,2020-03-23T00:00:00.000Z,11,4,17,53,10,0,9
ObjectId(63e4bbd14e31320bce1692a7),Centre-Val de Loire,2020-03-24T00:00:00.000Z,11,3,19,59,10,1,85
ObjectId(63e4bbd14e31320bce1692a8),Centre-Val de Loire,2020-03-25T00:00:00.000Z,9,3,21,56,10,3,163
ObjectId(63e4bbd14e31320bce1692a9),Centre-Val de Loire,2020-03-26T00:00:00.000Z,12,5,13,69,10,33,78
ObjectId(63e4bbd14e31320bce1692aa),Centre-Val de Loire,2020-03-27T00:00:00.000Z,16,9,11,73,10,30,89
ObjectId(63e4bbd14e31320bce1692ab),Centre-Val de Loire,2020-03-28T00:00:00.000Z,9,5,32,60,10,64,16
ObjectId(63e4bbd14e31320bce1692ac),Centre-Val de Loire,2020-03-29T00:00:00.000Z,8,2,32,54,9,29,150
ObjectId(63e4bbd14e31320bce1692ad),Centre-Val de Loire,2020-03-30T00:00:00.000Z,11,5,24,69,10,5,62
ObjectId(63e4bbd14e31320bce1692ae),Corse,2020-02-29T00:00:00.000Z,13,11,15,94,9,85,106
ObjectId(63e4bbd14e31320bce1692af),Corse,2020-03-01T00:00:00.000Z,13,10,38,95,8,82,101
ObjectId(63e4bbd14e31320bce1692b0),Corse,2020-03-02T00:00:00.000Z,11,7,37,77,9.375,70,50
ObjectId(63e4bbd14e31320bce1692b1),Corse,2020-03-03T00:00:00.000Z,12,9,8,73,9.875,33,144
ObjectId(63e4bbd14e31320bce1692b2),Corse,2020-03-04T00:00:00.000Z,12,11,9,93,7.75,71,192
ObjectId(63e4bbd14e31320bce1692b3),Corse,2020-03-05T00:00:00.000Z,12,8,29,81,9.5,75,104
ObjectId(63e4bbd14e31320bce1692b4),Corse,2020-03-06T00:00:00.000Z,13,9,8,77,9.25,65,86
ObjectId(63e4bbd14e31320bce1692b5),Corse,2020-03-07T00:00:00.000Z,13,9,12,75,10,7,35
ObjectId(63e4bbd14e31320bce1692b6),Corse,2020-03-08T00:00:00.000Z,12,9,24,82,9.625,67,168
ObjectId(63e4bbd14e31320bce1692b7),Corse,2020-03-09T00:00:00.000Z,13,11,9,77,10,18,130
ObjectId(63e4bbd14e31320bce1692b8),Corse,2020-03-10T00:00:00.000Z,16,12,11,85,10,15,18
ObjectId(63e4bbd14e31320bce1692b9),Corse,2020-03-11T00:00:00.000Z,17,13,6,76,10,41,192
ObjectId(63e4bbd14e31320bce1692ba),Corse,2020-03-12T00:00:00.000Z,17,14,9,82,10,24,46
ObjectId(63e4bbd14e31320bce1692bb),Corse,2020-03-13T00:00:00.000Z,16,13,10,89,9.875,38,181
ObjectId(63e4bbd14e31320bce1692bc),Corse,2020-03-14T00:00:00.000Z,15,12,10,77,10,16,76
ObjectId(63e4bbd14e31320bce1692bd),Corse,2020-03-15T00:00:00.000Z,16,13,8,66,10,17,143
ObjectId(63e4bbd14e31320bce1692be),Corse,2020-03-16T00:00:00.000Z,16,13,9,77,10,22,112
ObjectId(63e4bbd14e31320bce1692bf),Corse,2020-03-17T00:00:00.000Z,15,12,9,80,10,5,84
ObjectId(63e4bbd14e31320bce1692c0),Corse,2020-03-18T00:00:00.000Z,16,13,9,69,10,4,154
ObjectId(63e4bbd14e31320bce1692c1),Corse,2020-03-19T00:00:00.000Z,16,13,8,76,10,11,90
ObjectId(63e4bbd14e31320bce1692c2),Corse,2020-03-20T00:00:00.000Z,16,12,9,80,10,7,153
ObjectId(63e4bbd14e31320bce1692c3),Corse,2020-03-21T00:00:00.000Z,16,14,8,79,10,62,53
ObjectId(63e4bbd14e31320bce1692c4),Corse,2020-03-22T00:00:00.000Z,14,9,12,72,9.875,57,98
ObjectId(63e4bbd14e31320bce1692c5),Corse,2020-03-23T00:00:00.000Z,11,7,12,52,10,19,168
ObjectId(63e4bbd14e31320bce1692c6),Corse,2020-03-24T00:00:00.000Z,10,5,8,57,9.5,61,171
ObjectId(63e4bbd14e31320bce1692c7),Corse,2020-03-25T00:00:00.000Z,9,5,6,78,7.5,82,163
ObjectId(63e4bbd14e31320bce1692c8),Corse,2020-03-26T00:00:00.000Z,14,10,10,79,8.5,76,103
ObjectId(63e4bbd14e31320bce1692c9),Corse,2020-03-27T00:00:00.000Z,14,11,9,85,9.125,53,147
ObjectId(63e4bbd14e31320bce1692ca),Corse,2020-03-28T00:00:00.000Z,15,12,9,77,9.875,31,165
ObjectId(63e4bbd14e31320bce1692cb),Corse,2020-03-29T00:00:00.000Z,15,12,10,83,9.75,44,74
ObjectId(63e4bbd14e31320bce1692cc),Corse,2020-03-30T00:00:00.000Z,15,11,10,83,9.75,59,169
ObjectId(63e4bbd14e31320bce1692cd),Grand Est,2020-02-29T00:00:00.000Z,10,6.5,28,80.5,8.5,88.5,96
ObjectId(63e4bbd14e31320bce1692ce),Grand Est,2020-03-01T00:00:00.000Z,7,5.5,11.5,91.5,8.5,86,166
ObjectId(63e4bbd14e31320bce1692cf),Grand Est,2020-03-02T00:00:00.000Z,7,3.5,15.5,82,9.3125,67.5,128
ObjectId(63e4bbd14e31320bce1692d0),Grand Est,2020-03-03T00:00:00.000Z,8,3.5,12.5,84.5,8.9375,64,111
ObjectId(63e4bbd14e31320bce1692d1),Grand Est,2020-03-04T00:00:00.000Z,7.5,6,24,94,6.8125,94.5,173
ObjectId(63e4bbd14e31320bce1692d2),Grand Est,2020-03-05T00:00:00.000Z,6.5,4,27,92,7.875,94.5,133
ObjectId(63e4bbd14e31320bce1692d3),Grand Est,2020-03-06T00:00:00.000Z,8.5,3.5,11,85.5,8.375,68,164
ObjectId(63e4bbd14e31320bce1692d4),Grand Est,2020-03-07T00:00:00.000Z,10,5,19,79.5,9.5625,74,188
ObjectId(63e4bbd14e31320bce1692d5),Grand Est,2020-03-08T00:00:00.000Z,8.5,5.5,14,85,8.8125,83,154
ObjectId(63e4bbd14e31320bce1692d6),Grand Est,2020-03-09T00:00:00.000Z,8.5,6,27.5,93,8,88,27
ObjectId(63e4bbd14e31320bce1692d7),Grand Est,2020-03-10T00:00:00.000Z,14,11.5,22,89,8.3125,76,171
