_id,region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
ObjectId(63e4bbd14e31320bce167a58),Centre-Val de Loire,2018-10-05T00:00:00.000Z,23,18,21,62,9.875,23,128
ObjectId(63e4bbd14e31320bce167a59),Centre-Val de Loire,2018-10-06T00:00:00.000Z,18,15,17,77,10,53,126
ObjectId(63e4bbd14e31320bce167a5a),Centre-Val de Loire,2018-10-07T00:00:00.000Z,19,14,12,61,10,7,93
ObjectId(63e4bbd14e31320bce167a5b),Centre-Val de Loire,2018-10-08T00:00:00.000Z,23,16,13,64,10,4,130
ObjectId(63e4bbd14e31320bce167a5c),Centre-Val de Loire,2018-10-09T00:00:00.000Z,25,18,25,48,9.875,26,5
ObjectId(63e4bbd14e31320bce167a5d),Centre-Val de Loire,2018-10-10T00:00:00.000Z,25,19,24,67,9.5,40,19
ObjectId(63e4bbd14e31320bce167a5e),Centre-Val de Loire,2018-10-11T00:00:00.000Z,25,19,26,70,9.875,41,22
ObjectId(63e4bbd14e31320bce167a5f),Centre-Val de Loire,2018-10-12T00:00:00.000Z,26,20,15,64,10,11,83
ObjectId(63e4bbd14e31320bce167a60),Centre-Val de Loire,2018-10-13T00:00:00.000Z,27,21,20,57,9.5,33,192
ObjectId(63e4bbd14e31320bce167a61),Centre-Val de Loire,2018-10-14T00:00:00.000Z,25,20,23,55,10,35,9
ObjectId(63e4bbd14e31320bce167a62),Centre-Val de Loire,2018-10-15T00:00:00.000Z,23,19,10,54,10,24,74
ObjectId(63e4bbd14e31320bce167a63),Centre-Val de Loire,2018-10-16T00:00:00.000Z,22,17,13,63,10,26,164
ObjectId(63e4bbd14e31320bce167a64),Centre-Val de Loire,2018-10-17T00:00:00.000Z,22,16,19,74,10,11,130
ObjectId(63e4bbd14e31320bce167a65),Centre-Val de Loire,2018-10-18T00:00:00.000Z,20,14,15,78,9,13,28
ObjectId(63e4bbd14e31320bce167a66),Centre-Val de Loire,2018-10-19T00:00:00.000Z,18,13,17,73,10,12,111
ObjectId(63e4bbd14e31320bce167a67),Centre-Val de Loire,2018-10-20T00:00:00.000Z,18,12,13,68,10,1,98
ObjectId(63e4bbd14e31320bce167a68),Centre-Val de Loire,2018-10-21T00:00:00.000Z,16,14,24,72,10,32,76
ObjectId(63e4bbd14e31320bce167a69),Centre-Val de Loire,2018-10-22T00:00:00.000Z,17,10,11,67,10,5,17
ObjectId(63e4bbd14e31320bce167a6a),Centre-Val de Loire,2018-10-23T00:00:00.000Z,19,14,11,80,8,20,116
ObjectId(63e4bbd14e31320bce167a6b),Centre-Val de Loire,2018-10-24T00:00:00.000Z,18,13,6,81,7,30,54
ObjectId(63e4bbd14e31320bce167a6c),Centre-Val de Loire,2018-10-25T00:00:00.000Z,13,10,13,78,9,54,198
ObjectId(63e4bbd14e31320bce167a6d),Centre-Val de Loire,2018-10-26T00:00:00.000Z,10,8,12,67,10,31,63
ObjectId(63e4bbd14e31320bce167a6e),Centre-Val de Loire,2018-10-27T00:00:00.000Z,7,6,29,69,9.875,79,127
ObjectId(63e4bbd14e31320bce167a6f),Centre-Val de Loire,2018-10-28T00:00:00.000Z,5,4,21,76,10,100,3
ObjectId(63e4bbd14e31320bce167a70),Centre-Val de Loire,2018-10-29T00:00:00.000Z,10,7,25,83,9.5,56,198
ObjectId(63e4bbd14e31320bce167a71),Centre-Val de Loire,2018-10-30T00:00:00.000Z,11,8,13,90,10,83,48
ObjectId(63e4bbd14e31320bce167a72),Corse,2018-09-30T00:00:00.000Z,19,17,30,60,10,8,87
ObjectId(63e4bbd14e31320bce167a73),Corse,2018-10-01T00:00:00.000Z,17,15,19,71,9.875,25,41
ObjectId(63e4bbd14e31320bce167a74),Corse,2018-10-02T00:00:00.000Z,22,20,7,53,10,8,99
ObjectId(63e4bbd14e31320bce167a75),Corse,2018-10-03T00:00:00.000Z,21,20,7,64,10,12,159
ObjectId(63e4bbd14e31320bce167a76),Corse,2018-10-04T00:00:00.000Z,21,16,4,86,9.625,44,139
ObjectId(63e4bbd14e31320bce167a77),Corse,2018-10-05T00:00:00.000Z,18,17,9,76,9.625,37,187
ObjectId(63e4bbd14e31320bce167a78),Corse,2018-10-06T00:00:00.000Z,19,18,9,77,9.875,31,109
ObjectId(63e4bbd14e31320bce167a79),Corse,2018-10-07T00:00:00.000Z,21,20,5,75,9.375,16,60
ObjectId(63e4bbd14e31320bce167a7a),Corse,2018-10-08T00:00:00.000Z,21,20,8,65,10,19,197
ObjectId(63e4bbd14e31320bce167a7b),Corse,2018-10-09T00:00:00.000Z,20,18,15,84,9.5,52,111
ObjectId(63e4bbd14e31320bce167a7c),Corse,2018-10-10T00:00:00.000Z,20,19,7,78,9.25,40,17
ObjectId(63e4bbd14e31320bce167a7d),Corse,2018-10-11T00:00:00.000Z,20,19,5,84,9.875,26,188
ObjectId(63e4bbd14e31320bce167a7e),Corse,2018-10-12T00:00:00.000Z,21,20,7,65,10,8,47
ObjectId(63e4bbd14e31320bce167a7f),Corse,2018-10-13T00:00:00.000Z,21,20,8,60,9.875,6,102
ObjectId(63e4bbd14e31320bce167a80),Corse,2018-10-14T00:00:00.000Z,21,19,14,70,9.125,38,54
ObjectId(63e4bbd14e31320bce167a81),Corse,2018-10-15T00:00:00.000Z,19,17,5,83,9.125,56,18
ObjectId(63e4bbd14e31320bce167a82),Corse,2018-10-16T00:00:00.000Z,19,17,7,85,9.5,50,8
ObjectId(63e4bbd14e31320bce167a83),Corse,2018-10-17T00:00:00.000Z,21,19,11,75,9.375,27,103
ObjectId(63e4bbd14e31320bce167a84),Corse,2018-10-18T00:00:00.000Z,22,21,6,67,10,7,200
ObjectId(63e4bbd14e31320bce167a85),Corse,2018-10-19T00:00:00.000Z,21,20,9,72,10,7,10
ObjectId(63e4bbd14e31320bce167a86),Corse,2018-10-20T00:00:00.000Z,21,19,10,65,10,6,137
ObjectId(63e4bbd14e31320bce167a87),Corse,2018-10-21T00:00:00.000Z,17,15,17,50,10,7,130
ObjectId(63e4bbd14e31320bce167a88),Corse,2018-10-22T00:00:00.000Z,20,17,8,52,10,3,126
ObjectId(63e4bbd14e31320bce167a89),Corse,2018-10-23T00:00:00.000Z,20,19,10,63,10,3,130
ObjectId(63e4bbd14e31320bce167a8a),Corse,2018-10-24T00:00:00.000Z,20,19,15,75,10,7,82
ObjectId(63e4bbd14e31320bce167a8b),Corse,2018-10-25T00:00:00.000Z,19,18,16,78,10,9,53
ObjectId(63e4bbd14e31320bce167a8c),Corse,2018-10-26T00:00:00.000Z,19,18,18,65,10,34,110
ObjectId(63e4bbd14e31320bce167a8d),Corse,2018-10-27T00:00:00.000Z,16,15,26,90,8.625,61,74
ObjectId(63e4bbd14e31320bce167a8e),Corse,2018-10-28T00:00:00.000Z,19,12,40,85,8.625,66,58
ObjectId(63e4bbd14e31320bce167a8f),Corse,2018-10-29T00:00:00.000Z,13,11,21,78,9.875,55,92
ObjectId(63e4bbd14e31320bce167a90),Corse,2018-10-30T00:00:00.000Z,16,15,21,71,10,26,52
ObjectId(63e4bbd14e31320bce167a91),Grand Est,2018-09-30T00:00:00.000Z,13.5,10,19,83.5,9.875,52,13
ObjectId(63e4bbd14e31320bce167a92),Grand Est,2018-10-01T00:00:00.000Z,10,8,19,78,9.5,72.5,31
ObjectId(63e4bbd14e31320bce167a93),Grand Est,2018-10-02T00:00:00.000Z,15.5,13,10,87,8.375,75.5,199
ObjectId(63e4bbd14e31320bce167a94),Grand Est,2018-10-03T00:00:00.000Z,18,12.5,10.5,71.5,9,4.5,153
ObjectId(63e4bbd14e31320bce167a95),Grand Est,2018-10-04T00:00:00.000Z,21.5,15,9.5,60,10,0.5,64
ObjectId(63e4bbd14e31320bce167a96),Grand Est,2018-10-05T00:00:00.000Z,22.5,18.5,16,60,10,14,183
ObjectId(63e4bbd14e31320bce167a97),Grand Est,2018-10-06T00:00:00.000Z,18.5,16,15,80.5,9.5,51,190
ObjectId(63e4bbd14e31320bce167a98),Grand Est,2018-10-07T00:00:00.000Z,19.5,14,9,71,9.5,12.5,36
ObjectId(63e4bbd14e31320bce167a99),Grand Est,2018-10-08T00:00:00.000Z,20.5,16,8,67,10,9.5,124
ObjectId(63e4bbd14e31320bce167a9a),Grand Est,2018-10-09T00:00:00.000Z,21.5,16,11,70.5,9.5,2,189
ObjectId(63e4bbd14e31320bce167a9b),Grand Est,2018-10-10T00:00:00.000Z,21,16.5,10.5,72,10,29,160
ObjectId(63e4bbd14e31320bce167a9c),Grand Est,2018-10-11T00:00:00.000Z,24,19.5,15,68,9.9375,20.5,68
ObjectId(63e4bbd14e31320bce167a9d),Grand Est,2018-10-12T00:00:00.000Z,24,19.5,7.5,61.5,10,6.5,60
ObjectId(63e4bbd14e31320bce167a9e),Grand Est,2018-10-13T00:00:00.000Z,24,19,11,62.5,10,12,35
ObjectId(63e4bbd14e31320bce167a9f),Grand Est,2018-10-14T00:00:00.000Z,22.5,18,9.5,56.5,10,5,197
ObjectId(63e4bbd14e31320bce167aa0),Grand Est,2018-10-15T00:00:00.000Z,21.5,17.5,9,57,10,8.5,111
ObjectId(63e4bbd14e31320bce167aa1),Grand Est,2018-10-16T00:00:00.000Z,21,16.5,8,57,10,10,102
ObjectId(63e4bbd14e31320bce167aa2),Grand Est,2018-10-17T00:00:00.000Z,20,16.5,16,67.5,10,9.5,166
ObjectId(63e4bbd14e31320bce167aa3),Grand Est,2018-10-18T00:00:00.000Z,17.5,13.5,12,78,7.5,21,19
ObjectId(63e4bbd14e31320bce167aa4),Grand Est,2018-10-19T00:00:00.000Z,17,13.5,11.5,77.5,9,19.5,143
ObjectId(63e4bbd14e31320bce167aa5),Grand Est,2018-10-20T00:00:00.000Z,15.5,10.5,12,68,10,6.5,140
ObjectId(63e4bbd14e31320bce167aa6),Grand Est,2018-10-21T00:00:00.000Z,15,11,15.5,59,10,19,31
ObjectId(63e4bbd14e31320bce167aa7),Grand Est,2018-10-22T00:00:00.000Z,13.5,9.5,19.5,74,10,25.5,97
ObjectId(63e4bbd14e31320bce167aa8),Grand Est,2018-10-23T00:00:00.000Z,13.5,10,16.5,83,8.25,72.5,192
ObjectId(63e4bbd14e31320bce167aa9),Grand Est,2018-10-24T00:00:00.000Z,14,12.5,11.5,84,6.75,61.5,121
ObjectId(63e4bbd14e31320bce167aaa),Grand Est,2018-10-25T00:00:00.000Z,11.5,8.5,15.5,75.5,9.25,70.5,180
ObjectId(63e4bbd14e31320bce167aab),Grand Est,2018-10-26T00:00:00.000Z,7.5,6,9,75.5,9.3125,63,40
ObjectId(63e4bbd14e31320bce167aac),Grand Est,2018-10-27T00:00:00.000Z,6,5,28,78.5,9.25,90.5,83
ObjectId(63e4bbd14e31320bce167aad),Grand Est,2018-10-28T00:00:00.000Z,6,4.5,19.5,81,8.625,87,191
ObjectId(63e4bbd14e31320bce167aae),Grand Est,2018-10-29T00:00:00.000Z,6,4,34.5,81.5,8.5625,68.5,56
ObjectId(63e4bbd14e31320bce167aaf),Grand Est,2018-10-30T00:00:00.000Z,9.5,6.5,8.5,78.5,9.5,65,97
ObjectId(63e4bbd14e31320bce167ab0),Hauts-de-France,2018-09-30T00:00:00.000Z,14,10,26,65.5,10,42.5,139
ObjectId(63e4bbd14e31320bce167ab1),Hauts-de-France,2018-10-01T00:00:00.000Z,16,13,25.5,91,8.8125,89,190
ObjectId(63e4bbd14e31320bce167ab2),Hauts-de-France,2018-10-02T00:00:00.000Z,16.5,13.5,14.5,81.5,9.5,60.5,145
ObjectId(63e4bbd14e31320bce167ab3),Hauts-de-France,2018-10-03T00:00:00.000Z,19,13.5,10,78.5,7.5,15,186
ObjectId(63e4bbd14e31320bce167ab4),Hauts-de-France,2018-10-04T00:00:00.000Z,21.5,15,12.5,70,10,1,26
ObjectId(63e4bbd14e31320bce167ab5),Hauts-de-France,2018-10-05T00:00:00.000Z,21,15.5,17.5,76,10,21,128
ObjectId(63e4bbd14e31320bce167ab6),Hauts-de-France,2018-10-06T00:00:00.000Z,15,10.5,25,73.5,9,58.5,92
ObjectId(63e4bbd14e31320bce167ab7),Hauts-de-France,2018-10-07T00:00:00.000Z,16.5,11,8,70.5,10,3.5,166
ObjectId(63e4bbd14e31320bce167ab8),Hauts-de-France,2018-10-08T00:00:00.000Z,20.5,13.5,10,68,10,3,184
ObjectId(63e4bbd14e31320bce167ab9),Hauts-de-France,2018-10-09T00:00:00.000Z,22,16,18.5,76,10,5.5,60
ObjectId(63e4bbd14e31320bce167aba),Hauts-de-France,2018-10-10T00:00:00.000Z,23,18,25.5,80.5,9.5625,36,81
ObjectId(63e4bbd14e31320bce167abb),Hauts-de-France,2018-10-11T00:00:00.000Z,22.5,17,26.5,81,10,24,170
ObjectId(63e4bbd14e31320bce167abc),Hauts-de-France,2018-10-12T00:00:00.000Z,24,19,22,74.5,10,5.5,15
ObjectId(63e4bbd14e31320bce167abd),Hauts-de-France,2018-10-13T00:00:00.000Z,23,18,22.5,72,9.9375,22.5,176
ObjectId(63e4bbd14e31320bce167abe),Hauts-de-France,2018-10-14T00:00:00.000Z,23,17.5,18.5,64.5,10,17,123
ObjectId(63e4bbd14e31320bce167abf),Hauts-de-France,2018-10-15T00:00:00.000Z,23,16.5,10,71,10,11,65
ObjectId(63e4bbd14e31320bce167ac0),Hauts-de-France,2018-10-16T00:00:00.000Z,19,14,10,82,8.5,26,8
ObjectId(63e4bbd14e31320bce167ac1),Hauts-de-France,2018-10-17T00:00:00.000Z,17,12.5,22.5,81,10,29.5,19
ObjectId(63e4bbd14e31320bce167ac2),Hauts-de-France,2018-10-18T00:00:00.000Z,16,10.5,14,86,8.5,17.5,146
ObjectId(63e4bbd14e31320bce167ac3),Hauts-de-France,2018-10-19T00:00:00.000Z,15,10,9,73.5,10,12,18
ObjectId(63e4bbd14e31320bce167ac4),Hauts-de-France,2018-10-20T00:00:00.000Z,17,11.5,6.5,70,10,9.5,159
ObjectId(63e4bbd14e31320bce167ac5),Hauts-de-France,2018-10-21T00:00:00.000Z,14,10.5,26,79.5,9.5,51,103
ObjectId(63e4bbd14e31320bce167ac6),Hauts-de-France,2018-10-22T00:00:00.000Z,15,11.5,26,76.5,10,11.5,36
ObjectId(63e4bbd14e31320bce167ac7),Hauts-de-France,2018-10-23T00:00:00.000Z,15.5,12.5,15,90,8.5,45.5,123
ObjectId(63e4bbd14e31320bce167ac8),Hauts-de-France,2018-10-24T00:00:00.000Z,14.5,9.5,9.5,87,7.75,31,123
ObjectId(63e4bbd14e31320bce167ac9),Hauts-de-France,2018-10-25T00:00:00.000Z,12,8.5,20,83,8.9375,65.5,123
ObjectId(63e4bbd14e31320bce167aca),Hauts-de-France,2018-10-26T00:00:00.000Z,9,6,17.5,83,10,37,135
ObjectId(63e4bbd14e31320bce167acb),Hauts-de-France,2018-10-27T00:00:00.000Z,7,3.5,33.5,70.5,10,44.5,78
ObjectId(63e4bbd14e31320bce167acc),Hauts-de-France,2018-10-28T00:00:00.000Z,5,3,24,84,10,79.5,13
ObjectId(63e4bbd14e31320bce167acd),Hauts-de-France,2018-10-29T00:00:00.000Z,8.5,6,29.5,94,7.5,88,150
ObjectId(63e4bbd14e31320bce167ace),Hauts-de-France,2018-10-30T00:00:00.000Z,10.5,6,20.5,88,10,54,21
ObjectId(63e4bbd14e31320bce167acf),Normandie,2018-09-30T00:00:00.000Z,14,12,26,71,9.875,33,23
ObjectId(63e4bbd14e31320bce167ad0),Normandie,2018-10-01T00:00:00.000Z,18,14,29,90,10,84,50
ObjectId(63e4bbd14e31320bce167ad1),Normandie,2018-10-02T00:00:00.000Z,17,16,13,82,10,63,169
ObjectId(63e4bbd14e31320bce167ad2),Normandie,2018-10-03T00:00:00.000Z,20,15,9,80,10,12,122
ObjectId(63e4bbd14e31320bce167ad3),Normandie,2018-10-04T00:00:00.000Z,21,16,10,67,10,2,121
ObjectId(63e4bbd14e31320bce167ad4),Normandie,2018-10-05T00:00:00.000Z,18,15,17,89,9.25,55,167
ObjectId(63e4bbd14e31320bce167ad5),Normandie,2018-10-06T00:00:00.000Z,15,13,30,85,9.5,74,41
ObjectId(63e4bbd14e31320bce167ad6),Normandie,2018-10-07T00:00:00.000Z,15,13,6,68,10,4,169
ObjectId(63e4bbd14e31320bce167ad7),Normandie,2018-10-08T00:00:00.000Z,20,14,11,67,10,4,175
ObjectId(63e4bbd14e31320bce167ad8),Normandie,2018-10-09T00:00:00.000Z,22,18,20,69,10,16,23
ObjectId(63e4bbd14e31320bce167ad9),Normandie,2018-10-10T00:00:00.000Z,19,17,34,83,10,38,134
ObjectId(63e4bbd14e31320bce167ada),Normandie,2018-10-11T00:00:00.000Z,21,18,32,72,10,20,152
ObjectId(63e4bbd14e31320bce167adb),Normandie,2018-10-12T00:00:00.000Z,23,20,30,76,10,17,43
ObjectId(63e4bbd14e31320bce167adc),Normandie,2018-10-13T00:00:00.000Z,20,18,25,85,9.25,59,188
ObjectId(63e4bbd14e31320bce167add),Normandie,2018-10-14T00:00:00.000Z,20,15,18,83,9,50,2
ObjectId(63e4bbd14e31320bce167ade),Normandie,2018-10-15T00:00:00.000Z,18,15,18,80,10,30,154
ObjectId(63e4bbd14e31320bce167adf),Normandie,2018-10-16T00:00:00.000Z,17,13,9,79,10,30,77
ObjectId(63e4bbd14e31320bce167ae0),Normandie,2018-10-17T00:00:00.000Z,17,15,26,80,10,35,31
ObjectId(63e4bbd14e31320bce167ae1),Normandie,2018-10-18T00:00:00.000Z,16,14,20,81,10,13,73
ObjectId(63e4bbd14e31320bce167ae2),Normandie,2018-10-19T00:00:00.000Z,16,12,14,75,10,14,62
ObjectId(63e4bbd14e31320bce167ae3),Normandie,2018-10-20T00:00:00.000Z,16,12,12,67,10,14,119
ObjectId(63e4bbd14e31320bce167ae4),Normandie,2018-10-21T00:00:00.000Z,14,13,31,86,10,59,124
ObjectId(63e4bbd14e31320bce167ae5),Normandie,2018-10-22T00:00:00.000Z,16,12,24,75,10,7,27
ObjectId(63e4bbd14e31320bce167ae6),Normandie,2018-10-23T00:00:00.000Z,17,15,13,86,10,11,91
ObjectId(63e4bbd14e31320bce167ae7),Normandie,2018-10-24T00:00:00.000Z,14,12,11,83,10,9,128
ObjectId(63e4bbd14e31320bce167ae8),Normandie,2018-10-25T00:00:00.000Z,13,11,30,77,9.75,55,34
ObjectId(63e4bbd14e31320bce167ae9),Normandie,2018-10-26T00:00:00.000Z,8,6,23,75,9.75,57,98
ObjectId(63e4bbd14e31320bce167aea),Normandie,2018-10-27T00:00:00.000Z,9,8,44,76,9.5,46,122
ObjectId(63e4bbd14e31320bce167aeb),Normandie,2018-10-28T00:00:00.000Z,9,7,31,68,10,46,175
ObjectId(63e4bbd14e31320bce167aec),Normandie,2018-10-29T00:00:00.000Z,9,8,28,79,10,60,194
ObjectId(63e4bbd14e31320bce167aed),Normandie,2018-10-30T00:00:00.000Z,11,8,24,77,9,64,173
ObjectId(63e4bbd14e31320bce167aee),Nouvelle-Aquitaine,2018-09-30T00:00:00.000Z,16.666666666666668,12.333333333333334,18.666666666666668,66.33333333333333,9.583333333333334,21,11
ObjectId(63e4bbd14e31320bce167aef),Nouvelle-Aquitaine,2018-10-01T00:00:00.000Z,17.333333333333332,12.333333333333334,13,59.333333333333336,10,23,127
ObjectId(63e4bbd14e31320bce167af0),Nouvelle-Aquitaine,2018-10-02T00:00:00.000Z,19.333333333333332,15.333333333333334,12,78,8.583333333333334,50,60
ObjectId(63e4bbd14e31320bce167af1),Nouvelle-Aquitaine,2018-10-03T00:00:00.000Z,23.666666666666668,16.333333333333332,15.333333333333334,65.66666666666667,8.916666666666666,7,81
ObjectId(63e4bbd14e31320bce167af2),Nouvelle-Aquitaine,2018-10-04T00:00:00.000Z,24.666666666666668,18.333333333333332,13,59.666666666666664,10,2,20
ObjectId(63e4bbd14e31320bce167af3),Nouvelle-Aquitaine,2018-10-05T00:00:00.000Z,21.333333333333332,16.666666666666668,28,80.33333333333333,9.875,37,32
ObjectId(63e4bbd14e31320bce167af4),Nouvelle-Aquitaine,2018-10-06T00:00:00.000Z,15.666666666666666,12.666666666666666,19.333333333333332,90,8.75,81.33333333333333,151
ObjectId(63e4bbd14e31320bce167af5),Nouvelle-Aquitaine,2018-10-07T00:00:00.000Z,19.333333333333332,13.666666666666666,12.333333333333334,81.33333333333333,7.5,34,148
ObjectId(63e4bbd14e31320bce167af6),Nouvelle-Aquitaine,2018-10-08T00:00:00.000Z,23.333333333333332,16.333333333333332,13.333333333333334,73,9.333333333333334,18,180
ObjectId(63e4bbd14e31320bce167af7),Nouvelle-Aquitaine,2018-10-09T00:00:00.000Z,21.666666666666668,16.666666666666668,21,78.33333333333333,9.375,28.333333333333332,136
ObjectId(63e4bbd14e31320bce167af8),Nouvelle-Aquitaine,2018-10-10T00:00:00.000Z,22,18.666666666666668,24.666666666666668,78,9.041666666666666,33,46
ObjectId(63e4bbd14e31320bce167af9),Nouvelle-Aquitaine,2018-10-11T00:00:00.000Z,24.333333333333332,18.666666666666668,21,85,9.333333333333334,29.333333333333332,92
ObjectId(63e4bbd14e31320bce167afa),Nouvelle-Aquitaine,2018-10-12T00:00:00.000Z,25,20,22,77.66666666666667,10,12.333333333333334,2
ObjectId(63e4bbd14e31320bce167afb),Nouvelle-Aquitaine,2018-10-13T00:00:00.000Z,23.666666666666668,19.333333333333332,23.333333333333332,78,9.291666666666666,40,124
ObjectId(63e4bbd14e31320bce167afc),Nouvelle-Aquitaine,2018-10-14T00:00:00.000Z,16,13.333333333333334,9,90.66666666666667,8.208333333333334,75.33333333333333,126
ObjectId(63e4bbd14e31320bce167afd),Nouvelle-Aquitaine,2018-10-15T00:00:00.000Z,19.666666666666668,15,6.666666666666667,79.33333333333333,7.833333333333333,33.666666666666664,83
ObjectId(63e4bbd14e31320bce167afe),Nouvelle-Aquitaine,2018-10-16T00:00:00.000Z,19.666666666666668,15.666666666666666,7.666666666666667,74.33333333333333,8.833333333333334,63.666666666666664,95
ObjectId(63e4bbd14e31320bce167aff),Nouvelle-Aquitaine,2018-10-17T00:00:00.000Z,22,16.666666666666668,17,71,10,30.666666666666668,193
ObjectId(63e4bbd14e31320bce167b00),Nouvelle-Aquitaine,2018-10-18T00:00:00.000Z,21.333333333333332,15.333333333333334,15.666666666666666,74,9.666666666666666,5,19
ObjectId(63e4bbd14e31320bce167b01),Nouvelle-Aquitaine,2018-10-19T00:00:00.000Z,21,14.666666666666666,16.333333333333332,72,10,2,126
ObjectId(63e4bbd14e31320bce167b02),Nouvelle-Aquitaine,2018-10-20T00:00:00.000Z,20.333333333333332,14,11.333333333333334,70.33333333333333,10,3,154
ObjectId(63e4bbd14e31320bce167b03),Nouvelle-Aquitaine,2018-10-21T00:00:00.000Z,18.333333333333332,13.666666666666666,21.666666666666668,62.666666666666664,10,6.666666666666667,114
ObjectId(63e4bbd14e31320bce167b04),Nouvelle-Aquitaine,2018-10-22T00:00:00.000Z,17.333333333333332,10.666666666666666,16,74.33333333333333,10,11,13
ObjectId(63e4bbd14e31320bce167b05),Nouvelle-Aquitaine,2018-10-23T00:00:00.000Z,19,12.333333333333334,12.333333333333334,74.66666666666667,9.666666666666666,4,55
ObjectId(63e4bbd14e31320bce167b06),Nouvelle-Aquitaine,2018-10-24T00:00:00.000Z,19.666666666666668,13.333333333333334,11,79.33333333333333,9,2.6666666666666665,13
ObjectId(63e4bbd14e31320bce167b07),Nouvelle-Aquitaine,2018-10-25T00:00:00.000Z,15.333333333333334,11.333333333333334,10.333333333333334,75.66666666666667,9.791666666666666,38.333333333333336,17
ObjectId(63e4bbd14e31320bce167b08),Nouvelle-Aquitaine,2018-10-26T00:00:00.000Z,10.333333333333334,7.333333333333333,13.333333333333334,75,8.916666666666666,35,5
ObjectId(63e4bbd14e31320bce167b09),Nouvelle-Aquitaine,2018-10-27T00:00:00.000Z,6.333333333333333,5.333333333333333,24.666666666666668,84.33333333333333,8.541666666666666,72,37
ObjectId(63e4bbd14e31320bce167b0a),Nouvelle-Aquitaine,2018-10-28T00:00:00.000Z,5.666666666666667,4.333333333333333,18,87.33333333333333,7.791666666666667,96,100
ObjectId(63e4bbd14e31320bce167b0b),Nouvelle-Aquitaine,2018-10-29T00:00:00.000Z,11,7,13.666666666666666,80.33333333333333,8.083333333333334,55.666666666666664,47
ObjectId(63e4bbd14e31320bce167b0c),Nouvelle-Aquitaine,2018-10-30T00:00:00.000Z,12.666666666666666,10.333333333333334,10.666666666666666,88.66666666666667,8.458333333333334,82.66666666666667,32
ObjectId(63e4bbd14e31320bce167b0d),Occitanie,2018-09-30T00:00:00.000Z,17,15,35.5,53,10,21.5,195
ObjectId(63e4bbd14e31320bce167b0e),Occitanie,2018-10-01T00:00:00.000Z,20.5,15,27,46.5,10,15.5,12
ObjectId(63e4bbd14e31320bce167b0f),Occitanie,2018-10-02T00:00:00.000Z,22.5,17,21,61.5,10,19,65
ObjectId(63e4bbd14e31320bce167b10),Occitanie,2018-10-03T00:00:00.000Z,24,18,15.5,61,10,1,2
ObjectId(63e4bbd14e31320bce167b11),Occitanie,2018-10-04T00:00:00.000Z,24.5,19.5,16.5,68,10,6,67
ObjectId(63e4bbd14e31320bce167b12),Occitanie,2018-10-05T00:00:00.000Z,24,18.5,23.5,78.5,9.8125,22,12
ObjectId(63e4bbd14e31320bce167b13),Occitanie,2018-10-06T00:00:00.000Z,16.5,15,24,75,8.8125,60,31
ObjectId(63e4bbd14e31320bce167b14),Occitanie,2018-10-07T00:00:00.000Z,19.5,15.5,14,84.5,8.9375,46.5,126
ObjectId(63e4bbd14e31320bce167b15),Occitanie,2018-10-08T00:00:00.000Z,22,17.5,31,79.5,9.375,39,9
ObjectId(63e4bbd14e31320bce167b16),Occitanie,2018-10-09T00:00:00.000Z,21,18.5,37.5,81,9.6875,47.5,138
ObjectId(63e4bbd14e31320bce167b17),Occitanie,2018-10-10T00:00:00.000Z,22,19,23,82,9.875,40,69
ObjectId(63e4bbd14e31320bce167b18),Occitanie,2018-10-11T00:00:00.000Z,22.5,19,23.5,88.5,10,39,129
ObjectId(63e4bbd14e31320bce167b19),Occitanie,2018-10-12T00:00:00.000Z,22.5,19,25.5,85,10,24.5,141
ObjectId(63e4bbd14e31320bce167b1a),Occitanie,2018-10-13T00:00:00.000Z,23,18,37,83,9.75,57.5,159
ObjectId(63e4bbd14e31320bce167b1b),Occitanie,2018-10-14T00:00:00.000Z,18.5,16,32,83.5,9.3125,69.5,24
ObjectId(63e4bbd14e31320bce167b1c),Occitanie,2018-10-15T00:00:00.000Z,19.5,16.5,16.5,81.5,9.875,60,60
ObjectId(63e4bbd14e31320bce167b1d),Occitanie,2018-10-16T00:00:00.000Z,21,17,9.5,76,9.6875,55,46
ObjectId(63e4bbd14e31320bce167b1e),Occitanie,2018-10-17T00:00:00.000Z,21,18.5,14.5,71,10,63.5,139
ObjectId(63e4bbd14e31320bce167b1f),Occitanie,2018-10-18T00:00:00.000Z,21.5,18,10,77,10,23,88
ObjectId(63e4bbd14e31320bce167b20),Occitanie,2018-10-19T00:00:00.000Z,21,18,16,72,10,10.5,113
ObjectId(63e4bbd14e31320bce167b21),Occitanie,2018-10-20T00:00:00.000Z,21.5,17.5,9.5,68,10,4,192
ObjectId(63e4bbd14e31320bce167b22),Occitanie,2018-10-21T00:00:00.000Z,18.5,15.5,15,66,10,9.5,153
ObjectId(63e4bbd14e31320bce167b23),Occitanie,2018-10-22T00:00:00.000Z,20,14,16,59.5,10,3,102
ObjectId(63e4bbd14e31320bce167b24),Occitanie,2018-10-23T00:00:00.000Z,21.5,15.5,22.5,60.5,10,2,154
ObjectId(63e4bbd14e31320bce167b25),Occitanie,2018-10-24T00:00:00.000Z,20,15.5,13,73.5,10,0.5,91
